x,y,z,theta_0,theta_1
0.0485368,0.927145,0.371545,0,6.15767
0.640559,-0.542799,0.543189,0,1.70533
0.147899,0.967989,-0.202788,0,5.11049
0.459329,0.456766,-0.761828,0,4.32016
-0.184088,0.749523,0.635867,0,0.0794679
-0.815195,-0.489902,-0.308955,0,0.658863
-0.870705,-0.307864,0.383525,0,4.01087
0.0782526,-0.198698,0.976932,0,3.84637
-0.849706,-0.339365,0.403523,0,4.05784
-0.139077,0.564875,0.813371,0,6.00794
-0.196046,0.119467,-0.97329,0,2.68054
0.406039,-0.890002,0.207435,0,6.03964
-0.415182,-0.423117,-0.805355,0,0.771918
0.645125,-0.169631,0.745009,0,1.25161
-0.266421,0.285846,0.920496,0,3.52952
-0.34358,-0.117903,-0.931693,0,1.05967
-0.564748,-0.378247,-0.733477,0,0.861927
0.432202,-0.608508,0.665522,0,2.62699
0.566301,0.734573,0.373773,0,0.237125
-0.223386,0.148734,0.963316,0,3.6181
0.724634,-0.460129,0.513018,0,1.6766
0.946359,0.262521,0.18838,0,1.4146
0.439742,-0.894688,0.0784865,0,6.08286
-0.170399,0.10022,-0.980265,0,2.73039
0.395731,-0.721937,0.567629,0,2.98598
0.970815,0.0608002,-0.231996,0,2.70771
-0.408391,0.462958,-0.786694,0,3.04694
0.87655,0.472108,0.0936696,0,0.652615
-0.55465,-0.790395,-0.260075,0,6.12369
-0.145904,0.966379,0.211716,0,5.94686
-0.0750638,-0.244831,-0.966656,0,1.18358
0.696519,-0.256704,-0.670048,0,3.19557
0.696766,0.712861,0.0796619,0,0.039516
0.644117,-0.732663,0.219815,0,2.03129
0.51148,0.20052,-0.835572,0,3.98398
-0.704509,0.655188,0.272756,0,2.60802
-0.660931,0.312157,0.682442,0,3.15436
-0.9023,0.0633191,-0.426433,0,1.50218
0.988183,-0.147219,0.0426616,0,2.32542
0.0937534,-0.575742,0.812239,0,4.0657
-0.330323,0.852124,0.405919,0,0.164306
-0.100684,0.803626,-0.586555,0,4.63016
0.23481,-0.272768,0.932985,0,3.77675
0.696963,-0.643802,-0.31585,0,2.74038
-0.759574,-0.0511745,0.648405,0,3.67521
-0.555894,0.825811,-0.094965,0,2.47773
0.814532,-0.0260211,0.579535,0,1.3096
-0.217281,0.49405,0.841845,0,3.62125
0.24317,0.540485,0.805447,0,0.463073
0.578416,-0.542498,0.609205,0,1.7003
0.357001,-0.864404,-0.354055,0,0.291944
-0.278611,-0.491246,0.825259,0,4.1134
0.696169,-0.186161,-0.69332,0,3.23895
0.783623,-0.394854,-0.47961,0,3.01319
-0.0105228,-0.956144,0.292706,0,5.34209
0.5563,-0.666449,0.496362,0,1.79672
0.00783887,0.437206,-0.899327,0,4.12463
0.55986,0.68765,-0.462272,0,4.77795
-0.464605,-0.845892,-0.261934,0,6.06097
-0.158636,-0.701793,0.694493,0,4.30584
0.0435616,0.0758756,-0.996165,0,3.69004
-0.495811,0.381818,0.779991,0,3.22695
0.797682,-0.504428,-0.330539,0,2.79307
-0.900968,-0.365923,0.233147,0,4.17987
-0.43215,-0.231726,0.871522,0,3.96651
0.165353,0.451525,-0.876803,0,4.18642
-0.982614,-0.162107,0.0905069,0,2.1205
-0.822476,-0.121988,-0.555565,0,1.10585
0.775432,0.48486,0.404495,0,0.656903
0.767025,-0.0874,0.635637,0,1.3019
-0.776398,-0.373696,-0.507501,0,0.821717
0.69363,0.0279463,0.719789,0,1.14326
0.108363,-0.756313,-0.645173,0,0.187245
0.989903,-0.136028,-0.0398555,0,2.42373
-0.57057,-0.361441,-0.737435,0,0.867945
-0.391293,0.835877,-0.384967,0,3.25936
0.370315,0.894142,-0.251746,0,5.09128
-0.430635,-0.813657,0.390534,0,5.06707
0.314604,0.875699,-0.3663,0,4.99317
-0.881658,-0.468147,0.0593106,0,5.59079
-0.76312,-0.571014,0.30264,0,4.91899
0.797856,-0.191956,0.571471,0,1.41788
0.818483,0.399475,-0.412923,0,4.38562
-0.461191,7.87501e-05,-0.887301,0,1.20232
-0.0315368,-0.849964,-0.525896,0,0.0312757
0.439612,0.893474,0.091894,0,5.82194
-0.499819,0.423817,0.755355,0,3.19714
0.875914,0.365368,0.31509,0,0.895571
-0.14745,-0.965517,0.214558,0,5.40543
0.298786,0.183789,-0.936455,0,3.89174
-0.790502,0.612447,-0.00392636,0,2.41075
0.659235,-0.671589,-0.338196,0,2.73265
-0.937912,0.164905,-0.305167,0,1.6353
0.336762,-0.206014,0.918776,0,2.92352
0.0738426,-0.735888,-0.673065,0,0.206264
0.489194,-0.287966,-0.823265,0,3.23187
0.641262,0.660925,-0.389822,0,4.84536
0.857843,0.42738,0.285397,0,0.80655
0.802269,0.37953,-0.460783,0,4.34254
0.619061,-0.668816,0.411642,0,1.81742
-0.61292,-0.687085,0.390184,0,4.90812
-0.9921,0.0213738,-0.123612,0,1.68659
0.384005,0.635961,0.669399,0,0.335235
-0.431483,-0.830429,-0.352433,0,6.13501
-0.401697,0.882005,0.246388,0,0.16921
-0.242551,-0.966831,0.0800459,0,5.58741
-0.500037,0.127198,-0.856612,0,1.46063
-0.951128,-0.0446735,-0.305548,0,1.47666
0.244681,-0.961346,0.126277,0,5.61947
0.255281,0.168252,0.952115,0,0.802399
-0.724719,-0.391087,0.567303,0,4.15
0.325255,0.944855,-0.038186,0,5.52407
0.283863,-0.742227,-0.607059,0,0.467393
-0.8857,0.0621739,-0.460075,0,1.49662
0.402093,-0.0286085,-0.915152,0,3.63308
0.403494,0.900317,0.163162,0,5.94189
0.961888,-0.227613,-0.15154,0,2.65873
0.298263,-0.900275,0.317086,0,5.50119
-0.991108,0.117239,0.0629251,0,2.31753
0.383257,-0.908523,-0.166432,0,6.11232
-0.762603,-0.575197,-0.295948,0,0.406777
-0.221677,-0.326722,-0.918756,0,0.880763
0.221659,-0.133562,0.965934,0,3.57895
0.483684,0.210285,-0.849605,0,3.99169
0.160365,-0.271207,-0.949068,0,3.05802
-0.605637,0.555872,-0.569394,0,2.1881
-0.313518,0.610135,-0.727628,0,3.91592
0.807662,-0.0303265,0.588866,0,1.30775
0.13968,-0.703592,-0.696741,0,0.249679
-0.943474,0.0859849,-0.3201,0,1.55967
-0.20218,0.10684,-0.973503,0,2.61904
0.362694,-0.351348,0.863138,0,3.45034
0.798248,0.484453,-0.357919,0,4.58357
-0.187999,-0.703131,0.685757,0,4.30713
0.0932051,-0.371184,0.92387,0,3.96526
0.270912,-0.848333,0.454904,0,4.80959
-0.385244,0.789056,-0.478516,0,3.16189
0.288831,-0.957251,-0.015709,0,5.7427
0.127358,0.814992,0.565304,0,0.0866185
-0.595151,0.698537,0.397292,0,2.67116
-0.656133,0.374535,0.655143,0,3.11732
-0.962494,-0.256237,0.0891485,0,2.106
0.721253,0.6169,0.315005,0,0.351615
-0.802077,0.530859,-0.273608,0,2.17263
0.786815,0.00148652,-0.617187,0,3.37278
-0.032437,-0.918332,0.394481,0,5.26047
0.0640404,-0.085994,-0.994235,0,3.27036
0.528969,0.630745,0.567762,0,0.354974
-0.0485238,-0.162385,-0.985534,0,1.56633
0.420087,-0.876902,0.233602,0,6.1007
0.97554,-0.11187,0.189228,0,2.10366
0.341486,-0.510789,-0.788975,0,2.8203
-0.873207,0.451114,0.184405,0,2.53428
0.849805,-0.109044,0.515694,0,1.38065
0.98411,-0.162312,0.0719839,0,2.30475
-0.938161,-0.0216783,0.345521,0,2.76721
0.0196776,-0.908536,0.417343,0,5.22559
0.693083,-0.41675,-0.58818,0,3.07027
-0.515684,0.0778706,0.853233,0,3.58753
0.615342,-0.708792,-0.344917,0,2.70275
-0.295401,-0.940593,0.167404,0,5.50319
-0.165784,0.585372,-0.793634,0,4.27498
0.0132491,-0.118965,0.99281,0,3.81519
-0.859007,-0.408741,0.308282,0,4.23247
0.828706,0.554441,-0.0764287,0,6.25271
-0.769198,0.625178,0.132239,0,2.5282
0.290971,0.145369,-0.945623,0,3.84003
-0.844703,0.127446,-0.519841,0,1.51247
-0.282999,0.136355,0.949378,0,3.6258
-0.484301,0.251623,-0.837937,0,1.71691
-0.597435,-0.359943,-0.716598,0,0.869136
0.70959,0.68929,0.146155,0,0.132536
0.765123,-0.338149,0.547944,0,1.55335
-0.285239,-0.648506,0.705746,0,4.29927
0.30917,-0.618442,0.722457,0,3.71346
0.68059,-0.515689,0.520444,0,1.70226
-0.824889,-0.476158,-0.304685,0,0.677434
0.955266,0.246667,0.163162,0,1.52176
-0.186822,-0.75691,0.626246,0,4.39791
-0.627543,-0.290621,-0.722308,0,0.898571
0.251241,-0.485842,-0.837159,0,2.64342
-0.976287,-0.200008,-0.0828296,0,1.52927
0.358077,-0.853169,-0.379319,0,0.369324
0.121975,-0.00229155,-0.992531,0,3.59737
-0.590266,0.806504,0.033727,0,2.45279
0.460499,0.85053,-0.254044,0,5.10168
-0.499352,0.404325,0.766269,0,3.21118
0.0180779,-0.94323,-0.331648,0,6.02995
-0.877497,0.352353,0.325342,0,2.73319
-0.841824,-0.522296,0.136157,0,5.2122
0.638197,0.657397,-0.400667,0,4.82871
-0.149144,-0.986691,-0.0647759,0,5.70824
-0.181189,0.947162,-0.26468,0,4.89224
0.310277,0.792643,-0.524828,0,4.75322
0.369419,-0.430066,-0.823755,0,2.96958
-0.40863,-0.175043,-0.895757,0,1.02913
-0.828178,0.0809172,-0.554594,0,1.46644
0.444753,-0.328182,-0.833361,0,3.18262
0.613427,0.368067,-0.698738,0,4.15679
-0.219474,-0.623772,-0.75016,0,0.463055
-0.455246,0.853545,-0.253402,0,2.79908
0.384814,0.76007,-0.523652,0,4.73909
-0.0603056,-0.117987,-0.991182,0,1.63666
-0.23228,0.270854,-0.934176,0,3.05049
-0.0954992,0.173982,0.980107,0,3.55545
0.807034,-0.298147,-0.509711,0,3.04795
0.123961,0.375868,-0.918345,0,4.09933
-0.964893,-0.0739483,0.25202,0,2.67779
0.983352,0.149504,0.103282,0,1.82943
0.504883,0.834072,-0.222297,0,5.1462
0.657581,-0.59145,0.466664,0,1.76409
0.118633,-0.471285,0.873966,0,4.00054
-0.916562,-0.341973,-0.20729,0,0.925163
0.166778,0.953945,-0.249348,0,5.0688
-0.934517,-0.354787,0.0283667,0,1.10837
0.844875,0.0646054,-0.531048,0,3.32439
-0.174705,-0.737771,-0.652052,0,0.238781
-0.20219,-0.953704,-0.222638,0,5.87109
-0.568345,-0.742725,0.354038,0,4.97978
-0.184596,-0.155344,-0.97046,0,1.21067
0.617863,0.308566,-0.72321,0,4.08664
0.0177835,0.787376,0.616216,0,0.0772122
-0.840962,-0.42436,-0.335709,0,0.731172
-0.781485,0.612603,0.118312,0,2.51857
0.457308,-0.0229393,-0.889013,0,3.62357
0.882813,-0.458617,0.101547,0,2.32344
0.189686,0.26813,-0.944524,0,3.98692
-0.684591,-0.434217,-0.585483,0,0.760204
-0.32974,-0.938303,-0.104206,0,5.7747
0.653265,0.75563,0.0476246,0,6.24391
-0.253756,0.611582,-0.749383,0,4.14961
-0.211797,-0.973874,-0.0819266,0,5.72677
0.673107,-0.481916,0.560967,0,1.65587
-0.496736,0.764107,0.411575,0,2.54125
0.0669911,0.962783,-0.261841,0,5.04039
0.435927,-0.899949,-0.00771064,0,6.05575
-0.689922,-0.407917,0.598006,0,4.17552
-0.871203,0.129086,-0.473648,0,1.52204
-0.0268273,0.693913,-0.719559,0,4.52921
0.311101,0.152791,0.938014,0,0.82747
0.661726,0.074703,0.746015,0,1.10425
-0.581292,-0.319426,0.748376,0,4.09213
0.361252,0.93135,-0.0456555,0,5.52922
0.364981,-0.056555,-0.929296,0,3.62186
0.682174,0.546364,0.485927,0,0.504518
-0.777768,0.241474,0.580316,0,3.04993
-0.289424,0.225493,0.930262,0,3.5719
0.041202,0.369193,-0.928439,0,4.08343
-0.00609897,-0.780101,0.625623,0,4.46876
-0.585397,-0.742139,-0.326404,0,6.24737
-0.143061,-0.931947,0.333179,0,5.28962
0.519303,0.297541,0.801121,0,0.809928
-0.522157,0.693237,-0.496764,0,2.50874
-0.160346,-0.0200856,0.986856,0,3.76568
-0.341916,0.169583,-0.924303,0,1.95831
0.616713,0.160898,-0.770569,0,3.86801
0.344224,0.938092,-0.0386445,0,5.53185
0.845921,-0.304402,0.437902,0,1.68393
0.272513,0.445139,0.852988,0,0.554997
0.430353,-0.576547,0.694543,0,2.66531
0.148153,-0.30417,0.941027,0,3.89399
-0.770316,0.626784,-0.117283,0,2.32502
-0.960974,0.203524,-0.187369,0,1.76598
0.44116,-0.879416,0.1789,0,6.13225
-0.389548,-0.837183,0.383898,0,5.09764
0.307677,-0.506045,0.805762,0,3.81178
0.0468976,-0.981798,0.184047,0,5.42191
-0.210549,-0.544453,0.811936,0,4.15285
0.841958,-0.512509,-0.168643,0,2.65438
0.370967,-0.753553,0.542717,0,3.47949
0.0378663,0.0792551,0.996135,0,3.38059
-0.00601091,-0.538724,-0.842461,0,0.615448
0.778385,0.471505,0.414488,0,0.681249
-0.528449,0.265687,0.80632,0,3.36529
-0.4896,0.371214,0.788982,0,3.23656
0.197302,0.636613,0.745517,0,0.317343
0.829374,-0.341067,-0.442506,0,3.01108
0.813202,0.550985,-0.187398,0,5.82011
0.999395,0.030775,0.0161934,0,2.20443
-0.151701,0.307598,0.939346,0,3.51047
0.881772,-0.0513352,-0.468875,0,3.17649
-0.087322,0.943048,0.320992,0,6.10718
0.414889,-0.746944,0.519558,0,2.66286
0.328689,0.626615,-0.706624,0,4.54498
-0.575306,-0.346995,0.740688,0,4.11511
0.965997,-0.258344,0.010458,0,2.4367
-0.0853948,-0.399855,0.912592,0,4.02576
0.621856,-0.076543,0.779382,0,1.1862
-0.398229,-0.201512,0.894878,0,3.94301
0.7688,-0.0807975,-0.634364,0,3.30738
0.386409,-0.634609,0.669298,0,3.02886
0.121486,-0.677266,0.725639,0,4.1848
0.341666,-0.288154,0.894557,0,3.47202
-0.646664,-0.70169,0.299094,0,5.02018
-0.597855,0.757254,-0.262936,0,2.41334
-0.969276,-0.17408,0.173784,0,2.47966
0.107286,0.721326,-0.684236,0,4.59285
0.0212285,-0.121435,0.992372,0,3.81444
0.431172,0.785216,0.44444,0,0.154476
-0.83787,-0.441595,-0.320887,0,0.711411
-0.532223,-0.122126,0.837749,0,3.81585
-0.426614,-0.798474,0.424782,0,5.05026
0.0620663,-0.940616,-0.333751,0,6.03342
0.395135,0.326165,0.858769,0,0.695138
-0.662279,-0.661788,-0.351316,0,0.177747
-0.799873,0.480154,-0.360078,0,2.04945
-0.255902,-0.223336,-0.940551,0,1.02233
-0.31568,-0.859587,0.401816,0,5.14199
-0.533364,-0.317604,-0.783997,0,0.878161
-0.0461879,-0.427878,-0.902655,0,0.769827
-0.942527,-0.119221,0.312136,0,2.80211
-0.34062,0.0809435,0.93671,0,3.65511
-0.112229,0.477112,-0.871647,0,4.14779
0.111595,0.847033,0.519694,0,0.038899
-0.283019,-0.790822,-0.542679,0,0.108468
-0.231296,-0.651571,0.722466,0,4.2882
0.0735787,0.206333,-0.975711,0,3.90246
0.778736,-0.139254,-0.611701,0,3.24933
-0.148024,-0.273928,0.950291,0,3.9871
-0.969613,-0.192654,0.150781,0,2.39298
0.366625,-0.568386,-0.736562,0,2.8174
-0.136579,0.0115953,-0.990561,0,2.18781
-0.9721,0.148055,-0.181936,0,1.72001
-0.0515173,0.990023,-0.131147,0,5.16121
0.55497,0.829279,0.0656068,0,6.00686
-0.222655,-0.905358,0.361596,0,5.2408
0.402398,-0.599285,-0.69205,0,2.81238
-0.408312,-0.837444,-0.363275,0,6.13784
-0.304257,0.328847,-0.894029,0,3.10174
-0.104938,-0.0540699,0.993008,0,3.7917
-0.910919,-0.383448,-0.152299,0,0.825652
0.860898,-0.362529,0.35697,0,1.86685
-0.687349,0.585751,-0.429474,0,2.15641
0.35641,0.600783,-0.715564,0,4.50838
0.565455,-0.551884,-0.612931,0,2.95654
0.193031,-0.150258,-0.969619,0,3.44004
0.88412,0.276653,0.376557,0,1.01398
0.0645712,0.191435,0.979379,0,1.13487
-0.378024,-0.43582,-0.816798,0,0.737663
0.1795,-0.720779,-0.66952,0,0.247957
-0.624871,-0.495432,0.603394,0,4.31057
0.345215,0.898008,0.272778,0,6.13336
0.328767,0.29969,0.8956,0,0.688812
-0.962021,-0.0361189,-0.270576,0,1.49862
0.395926,-0.906941,-0.143875,0,6.097
0.185759,0.884872,-0.427195,0,4.90032
0.706571,0.360758,0.608778,0,0.832229
-0.740843,-0.246104,-0.624967,0,0.97414
0.347002,0.906531,-0.240398,0,5.10061
0.864036,0.389629,0.318796,0,0.855379
0.0819376,-0.556543,0.826768,0,4.05605
0.337579,-0.703272,0.625659,0,3.55625
-0.447697,0.33248,-0.830075,0,2.24311
-0.1874,0.659292,0.728159,0,0.052796
-0.137823,0.800951,0.582651,0,0.0684429
-0.641014,0.765294,-0.0585313,0,2.43484
-0.880365,-0.461942,0.107553,0,5.20869
-0.97839,-0.172785,-0.113574,0,1.51688
-0.281358,0.361086,-0.889075,0,3.30315
-0.606397,-0.709287,-0.359436,0,0.0495712
-0.253365,-0.503241,0.826169,0,4.11824
-0.915354,-0.351012,0.197277,0,4.07034
-0.452035,0.387083,-0.803636,0,2.63009
-0.708187,-0.698489,0.102882,0,5.59291
-0.814019,-0.530349,0.236862,0,4.91141
-0.420702,0.659948,0.622477,0,2.8213
-0.323684,0.931989,0.163172,0,5.94298
-0.769103,-0.227375,-0.597312,0,0.995493
-0.259951,-0.221573,0.939857,0,3.97019
-0.700718,-0.58563,-0.40747,0,0.404193
-0.661515,0.599369,0.450728,0,2.75924
-0.848814,-0.372225,0.375451,0,4.0988
0.530177,-0.047531,0.846554,0,1.16538
-0.76272,0.370541,0.530054,0,2.95156
0.537628,-0.812721,-0.22459,0,1.81921
0.372988,0.20911,-0.903965,0,3.94715
0.672615,-0.670688,0.312676,0,1.93335
0.202364,-0.0776225,-0.976229,0,3.54919
-0.0331917,0.444439,-0.895194,0,4.13022
0.299962,0.0228518,-0.953678,0,3.686
-0.983614,0.105413,0.146261,0,2.42412
0.33572,0.74619,0.574885,0,0.188252
0.503044,-0.0906275,-0.859496,0,3.49183
0.74633,-0.558907,-0.361407,0,2.77411
0.94088,-0.237392,-0.241641,0,2.76636
-0.477895,-0.365287,0.798863,0,4.09377
-0.951878,-0.0909467,0.292672,0,2.74873
0.487552,-0.852058,-0.190498,0,0.688298
-0.308801,-0.438494,0.844018,0,4.09434
0.00840364,0.927285,0.374262,0,6.15588
0.859897,-0.376699,0.344493,0,1.89035
-0.841351,0.334954,0.424187,0,2.84489
0.146951,-0.9856,0.0836558,0,5.55985
-0.997868,-0.00588086,-0.0650029,0,1.76364
0.133008,0.298857,0.944983,0,0.716524
-0.281627,0.94871,0.143654,0,5.88356
-0.876831,-0.442686,-0.187605,0,0.672464
0.362753,0.455729,-0.812848,0,4.31235
0.785217,0.0679468,-0.615481,0,3.42472
-0.234568,0.103453,0.966579,0,3.64603
0.0293858,-0.38269,0.923409,0,3.99692
-0.0821016,-0.0716132,-0.994048,0,1.68751
-0.240638,0.478608,-0.84441,0,3.9651
-0.190852,-0.914094,0.357781,0,5.25772
-0.821892,0.0802213,-0.563967,0,1.45796
0.944914,-0.00296052,0.327306,0,1.64978
0.132605,-0.803494,-0.580356,0,0.152373
0.474787,-0.855577,-0.206315,0,0.637298
-0.0562086,0.935723,-0.348228,0,4.91573
0.496521,0.704546,-0.507033,0,4.74651
0.261504,0.793009,0.550229,0,0.145539
-0.837755,0.379751,-0.392372,0,1.87721
-0.557161,-0.0426138,0.82931,0,3.69086
0.266894,0.735655,-0.622558,0,4.67518
0.114707,-0.602449,0.789872,0,4.08216
0.488297,-0.530364,-0.693023,0,2.93691
-0.367852,0.835542,-0.408111,0,3.39169
-0.252906,-0.0128254,0.967406,0,3.74261
-0.352143,-0.237299,-0.905364,0,0.994901
-0.127157,-0.725299,0.676589,0,4.32305
0.444399,0.591671,-0.672633,0,4.51816
-0.192614,0.980531,0.0381915,0,5.68429
-0.0484043,-0.397326,0.9164,0,4.02071
-0.588889,-0.268984,-0.76214,0,0.909512
0.783922,-0.569961,-0.246193,0,2.71485
-0.946686,0.321743,0.0163599,0,2.32009
-0.793199,0.527387,0.304465,0,2.63754
-0.328458,0.885914,-0.327524,0,4.05293
0.100958,0.858659,-0.502506,0,4.8314
-0.337811,-0.469696,0.815641,0,4.11327
-0.0164863,0.178158,-0.983864,0,3.74637
0.176016,-0.206677,0.962446,0,3.80078
-0.0922147,0.706785,-0.701392,0,4.50832
-0.390427,-0.747119,-0.53794,0,0.112108
-0.80613,-0.368161,0.463262,0,4.09188
-0.596456,-0.622961,0.506122,0,4.75159
0.791489,-0.610629,0.0260382,0,2.43435
0.13992,0.25447,-0.956905,0,3.96807
0.489855,0.672587,-0.554679,0,4.69564
0.585045,0.562703,-0.584027,0,4.55289
0.54982,0.286438,0.784635,0,0.8404
-0.973643,-0.212701,-0.0823306,0,1.51112
0.426756,0.72923,0.534886,0,0.214068
0.204938,-0.545794,0.812471,0,4.00471
0.967058,0.138318,-0.213698,0,2.6726
-0.374098,0.37595,0.847769,0,3.31758
-0.919445,0.156281,0.360829,0,2.76446
0.204119,0.956218,0.20972,0,6.00838
-0.614385,0.782816,-0.0986374,0,2.44325
0.168981,0.978796,-0.115777,0,5.25999
-0.185936,0.917336,-0.352027,0,4.78863
0.803893,-0.39777,-0.442193,0,2.99503
-0.867236,0.49701,-0.0297114,0,2.35052
-0.74073,0.645921,-0.184679,0,2.29547
-0.673732,-0.565785,-0.475366,0,0.478246
-0.268472,-0.448425,-0.852548,0,0.687085
-0.172379,-0.272672,0.946539,0,3.98958
0.852349,0.502337,0.145463,0,0.607214
-0.822308,-0.464954,-0.328066,0,0.687627
-0.0647137,-0.729777,0.680616,0,4.34261
