coeff_index,form0
0.0,1.2988119027736327
1.0,4.645287355051995
2.0,-6.027193787792425
3.0,0.10153656871941158
4.0,-0.3740162918615327
5.0,0.2648866904472704
6.0,-0.1742053085124425
7.0,-0.7778409199127382
8.0,0.7944164483257505
9.0,-0.36444811048405146
10.0,-0.009648636826385226
11.0,-0.0670217752979568
12.0,-1.9168719366354916
13.0,0.4441712027117004
14.0,-1.6440020763286458
15.0,0.06697587638483506
16.0,2.142733880628352
17.0,-0.03909743575311005
18.0,1.735702987762532
19.0,0.5710318962164449
20.0,0.8372035327125874
21.0,0.11657198075379072
22.0,-2.348629494907507
23.0,0.2965069349618549
24.0,-1.4013580911637942
25.0,0.12129697332255006
26.0,2.318693096433255
27.0,0.017750369830116897
28.0,0.11497974728344217
29.0,-0.1798705359306552
30.0,0.20171943558057873
31.0,-0.11085352070044886
32.0,0.5080197410831001
33.0,0.17695661888552147
34.0,-0.20566963183941375
35.0,-0.11685933308108783
36.0,0.287191637748562
37.0,0.0782427662387626
38.0,-0.06687917863877599
39.0,0.03564352890859029
40.0,0.2070915954070111
41.0,0.30961516526075
42.0,0.1347229771746621
43.0,0.021552747968698896
44.0,0.11910621416493215
45.0,-0.14869753956375983
46.0,0.25357512324282927
47.0,0.18340662724052992
48.0,-0.022511889798349595
49.0,0.07242151736026788
50.0,0.1536595538757701
51.0,0.06887697639665259
52.0,0.03757370759529643
53.0,0.212280305110852
54.0,-0.18411373607847326
55.0,0.04303284523593212
56.0,0.11055950307371909
57.0,0.0660246643837298
58.0,0.11538955081068629
59.0,0.05993276107472894
60.0,0.3063818270249416
61.0,0.0062046341173966485
62.0,0.16140928878981317
63.0,-0.3857707253656343
64.0,-0.03253670955437278
65.0,0.0643134506873352
66.0,0.20289637297265198
67.0,0.25531345685586154
68.0,-0.0953907558812081
69.0,-0.03270087612461124
70.0,0.05571443528344481
71.0,-0.11358639388562072
72.0,0.019174511601273488
73.0,0.12035174368890281
74.0,-0.029030584614305233
75.0,0.06603455925570696
76.0,-0.06076804594567298
77.0,-0.23579335612099317
78.0,-0.013056472762142312
79.0,-0.21097039527669206
80.0,0.07406423141563868
81.0,0.40340594507390903
82.0,-0.13509006024610445
83.0,0.1325888025121905
84.0,0.15232011224967507
85.0,0.039675127289953344
86.0,-0.18417982762634097
87.0,-0.14465965325130317
88.0,-0.08479476044645687
89.0,-0.10922459749311542
90.0,0.2533748913257763
91.0,-0.37999292081566904
92.0,0.06701391891038022
93.0,-0.06990314737072131
94.0,-0.012410074373125269
95.0,0.023895758369420348
96.0,0.053918119962507394
97.0,0.3482687138301696
98.0,0.15058529412935917
99.0,0.12136330528254818
100.0,0.11666374001300708
101.0,-0.19614527416011787
102.0,0.12734588708549718
103.0,0.09031729253819519
104.0,-0.03286722915478672
105.0,0.06963342890685752
106.0,0.02184962063808801
107.0,0.1594388458440351
108.0,0.23557469645940687
109.0,-0.06448541938364603
110.0,0.2934137889592336
111.0,0.016777108530883184
112.0,-0.11788339830813277
113.0,1.1811893834470858e-05
114.0,-0.16682271269572221
115.0,0.10723320086946972
116.0,0.02757642944928308
117.0,-0.07590110370432353
118.0,0.0746418583203615
119.0,0.21003762825773636
120.0,-0.04084256860673371
121.0,0.04323230252855378
122.0,-0.011340175573814235
123.0,-0.13320337274016522
124.0,-0.21230588824493732
125.0,0.2202241307154998
126.0,0.02993705334809186
127.0,-0.12084001270663201
128.0,-0.15307028663147937
129.0,-0.05181618397496496
130.0,-0.11115063197892458
131.0,0.08678677077194694
132.0,0.0358370799559892
133.0,-0.007281777717455683
134.0,-0.2505434749220648
135.0,-0.13445240640015008
136.0,-0.1213191284127326
137.0,0.10504770898842591
138.0,-0.004231853913459688
139.0,0.1935166395088409
140.0,0.004032028769789698
141.0,0.06541854434127631
142.0,-0.0032119092034156643
143.0,0.06975849325937088
144.0,-0.09719348711559267
145.0,-0.05709911398910005
146.0,-0.13698382134947829
147.0,0.09640507296698905
148.0,0.12764845806751196
149.0,-0.15250535853017905
