mode,lambda
0.0,0.6466021667672759
1.0,1.3188108587844138
2.0,1.4237841773331628
3.0,1.4600112381792858
4.0,1.510216774424672
5.0,1.5723561719139554
6.0,1.6165188873008132
7.0,3.267956951910673
8.0,3.656263518125775
9.0,3.7903741320523627
10.0,3.9019402005621293
11.0,4.033859480580591
12.0,4.187407735381782
13.0,4.231792748056704
14.0,4.355987681195445
15.0,4.48136193240545
16.0,4.582222315759941
17.0,4.8251005443246076
18.0,5.074411708368709
19.0,5.534156397274585
20.0,5.913172008045072
21.0,6.078952306968984
22.0,6.468745364860776
23.0,6.5980754813187845
24.0,6.73881905274695
25.0,6.9269043647569415
26.0,6.996959727480907
27.0,7.072973636284101
28.0,7.181254375350181
29.0,7.315113886685514
30.0,7.483626489795217
31.0,7.55082013289311
32.0,7.58635399807013
33.0,7.691552564704127
34.0,7.91602110101038
35.0,8.17215910713843
36.0,8.179580403587835
37.0,8.459841779204334
38.0,8.582886201013586
39.0,8.689199421057463
40.0,8.876227010836987
41.0,8.931258756027725
42.0,9.185363811291236
43.0,9.376109284401004
44.0,9.43808814188115
45.0,9.790715021790175
46.0,10.073187604535294
47.0,10.409054794672553
48.0,10.829171331548078
49.0,10.955328599342748
50.0,11.10759620405909
51.0,11.297758386739234
52.0,11.415849501810863
53.0,11.560944191446659
54.0,11.657940637045257
55.0,11.930492606209453
56.0,12.106847547814072
57.0,12.280256199182599
58.0,12.610839627710499
59.0,12.691836220641974
60.0,12.893002408705494
61.0,12.977645758134647
62.0,13.160303885340948
63.0,13.340391446062892
64.0,13.767126557572348
65.0,13.93017312241091
66.0,14.271142822926643
67.0,14.71057998300112
68.0,14.824206940763647
69.0,14.992441145140964
70.0,15.07542563444435
71.0,15.396494210801194
72.0,15.485945307521396
73.0,15.742723511162755
74.0,15.924805345981252
75.0,16.278697106306822
76.0,16.42932883215232
77.0,16.65210782718503
78.0,16.912902671093512
79.0,17.021254018490396
80.0,17.261785225892236
81.0,17.38308584350838
82.0,17.580370775872023
83.0,17.75641483097748
84.0,17.88290876746541
85.0,18.187790842123253
86.0,18.4767908172866
87.0,18.744552343182136
88.0,18.970189343217182
89.0,19.065254545108562
90.0,19.34981037896945
91.0,19.436984559847676
92.0,19.616768687005276
93.0,19.97272007749367
94.0,20.182420289532583
95.0,20.354858729492758
96.0,20.506113312355136
97.0,20.639982925748022
98.0,20.76351128248351
99.0,21.161145627921552
100.0,21.283046701950926
101.0,21.415005672984645
102.0,21.68278884538501
103.0,22.041080391932855
104.0,22.27702557316366
105.0,22.29428137784837
106.0,22.595015152996393
107.0,22.855345119392712
108.0,23.192306809403398
109.0,23.286438231582554
110.0,23.750463613672544
111.0,24.059843954366798
112.0,24.727075699934
113.0,24.919889038224944
114.0,25.15417409292025
115.0,25.44911147495243
116.0,25.98402172713085
117.0,26.096786545649277
118.0,26.36429789495923
119.0,26.527439115518874
120.0,27.312650851728797
121.0,27.853786501554108
122.0,27.89571643722223
123.0,28.286090392501134
124.0,28.729834740437802
125.0,29.225954768029546
126.0,29.51488768177883
127.0,30.14319907508139
128.0,30.728823100404774
129.0,30.91236151804796
130.0,31.196467891245323
131.0,32.07152422265886
132.0,32.9656701981509
133.0,33.27099880191492
134.0,33.892479846884044
135.0,34.066628716724765
136.0,35.99963456411988
137.0,36.2982958696417
138.0,36.74643260279617
139.0,37.0473926001234
140.0,37.13708874747561
141.0,38.473634115433086
142.0,39.32877676014948
143.0,40.07947030382071
144.0,41.67844403115924
145.0,43.408617647125034
146.0,44.82454219662759
147.0,45.746133487280616
148.0,49.600966522821736
149.0,51.423925662764034
