x,y,z,form0_x,form0_y,form0_z
-0.223386,0.148734,0.963316,-0.164471,0.110375,0.0221394
0.724634,-0.460129,0.513018,-0.308474,-0.495664,0.149595
0.946359,0.262521,0.18838,0.22761,-0.290303,-0.213259
0.439742,-0.894688,0.0784865,0.0257303,-0.0765872,0.086752
-0.170399,0.10022,-0.980265,-0.118898,0.33833,-0.0100878
0.395731,-0.721937,0.567629,-0.297466,-0.0627974,0.272198
0.970815,0.0608002,-0.231996,0.268518,0.280481,0.663773
-0.408391,0.462958,-0.786694,-0.303007,-0.238424,-0.0882388
0.87655,0.472108,0.0936696,0.00182416,0.1876,0.21662
-0.55465,-0.790395,-0.260075,0.118342,-0.129063,-0.233083
-0.145904,0.966379,0.211716,-0.448957,0.171523,-0.382275
-0.0750638,-0.244831,-0.966656,-0.216938,0.37772,-0.150761
0.696519,-0.256704,-0.670048,-0.181587,0.178738,-0.337885
0.696766,0.712861,0.0796619,0.123256,-0.0216316,0.21331
0.644117,-0.732663,0.219815,-0.169716,-0.375385,-0.298686
0.51148,0.20052,-0.835572,0.162346,0.386788,0.0612462
-0.704509,0.655188,0.272756,-0.490747,-0.294439,-0.237319
-0.660931,0.312157,0.682442,-0.0245708,0.232249,0.0217053
-0.9023,0.0633191,-0.426433,0.0123361,0.199297,-0.170158
0.988183,-0.147219,0.0426616,0.096184,-0.0784511,0.00564433
0.0937534,-0.575742,0.812239,0.0660177,0.0300976,0.102366
-0.330323,0.852124,0.405919,0.394515,0.119002,0.306613
-0.100684,0.803626,-0.586555,0.187354,-0.0134708,-0.209395
0.23481,-0.272768,0.932985,-0.43851,0.0285986,0.188752
0.696963,-0.643802,-0.31585,0.079492,0.0118825,-0.11635
-0.759574,-0.0511745,0.648405,0.166121,-0.102607,0.313788
-0.555894,0.825811,-0.094965,-0.112121,0.033022,0.0617694
0.814532,-0.0260211,0.579535,0.164764,-0.0637471,-0.0614987
-0.217281,0.49405,0.841845,0.302826,0.0649778,0.137939
0.24317,0.540485,0.805447,0.00712516,-0.398053,0.38107
0.578416,-0.542498,0.609205,0.311408,-0.161766,-0.321875
0.357001,-0.864404,-0.354055,0.35356,-0.0405345,0.182736
-0.278611,-0.491246,0.825259,-0.030421,0.364599,0.320933
0.696169,-0.186161,-0.69332,-0.191499,-0.0789433,-0.258577
0.783623,-0.394854,-0.47961,0.290292,0.271237,0.0983889
-0.0105228,-0.956144,0.292706,-0.0203045,-0.196173,-0.299255
0.5563,-0.666449,0.496362,0.41405,0.328616,0.130193
0.00783887,0.437206,-0.899327,0.300911,-0.266966,-0.229137
0.55986,0.68765,-0.462272,-0.182899,0.0285069,-0.370645
-0.464605,-0.845892,-0.261934,-0.258676,0.0778369,-0.182184
-0.158636,-0.701793,0.694493,-0.171563,0.0521347,0.101541
0.0435616,0.0758756,-0.996165,0.13048,0.308065,-0.0257388
-0.495811,0.381818,0.779991,-0.224649,0.00953772,-0.0319613
0.797682,-0.504428,-0.330539,-0.24314,-0.662343,0.178516
-0.900968,-0.365923,0.233147,0.0719675,-0.267862,0.235052
-0.43215,-0.231726,0.871522,0.099632,-0.174661,0.0848547
0.165353,0.451525,-0.876803,-0.192899,-0.269716,-0.287922
-0.982614,-0.162107,0.0905069,-0.0318133,-0.172539,0.321879
-0.822476,-0.121988,-0.555565,0.145932,-0.308354,-0.262183
0.775432,0.48486,0.404495,0.323563,-0.190956,-0.12314
0.767025,-0.0874,0.635637,0.358016,0.147908,-0.286498
-0.776398,-0.373696,-0.507501,-0.038765,-0.0268807,-0.0508679
0.69363,0.0279463,0.719789,-0.24875,0.0224536,0.378897
0.108363,-0.756313,-0.645173,-0.0882642,-0.113646,0.0257439
0.989903,-0.136028,-0.0398555,0.092025,-0.251352,0.46859
-0.57057,-0.361441,-0.737435,-0.0215326,0.0717776,-0.131983
-0.391293,0.835877,-0.384967,-0.094947,-0.0671775,-0.279962
0.370315,0.894142,-0.251746,-0.171306,0.0938025,-0.246052
-0.430635,-0.813657,0.390534,0.0167719,-0.0755967,0.0885036
0.314604,0.875699,-0.3663,0.00565244,0.247203,0.407796
-0.881658,-0.468147,0.0593106,-0.0715029,-0.0168061,0.582419
-0.76312,-0.571014,0.30264,-0.0166185,-0.102917,0.0418239
0.797856,-0.191956,0.571471,0.170912,0.254309,-0.0174922
0.818483,0.399475,-0.412923,-0.108775,0.272474,-0.303484
-0.461191,7.87501e-05,-0.887301,-0.159308,-0.277631,0.0305701
-0.0315368,-0.849964,-0.525896,-0.101484,-0.134822,0.094828
0.439612,0.893474,0.091894,-0.165694,0.208793,-0.305654
-0.499819,0.423817,0.755355,-0.181955,-0.226688,0.130533
0.875914,0.365368,0.31509,-0.0748886,0.206431,0.306644
-0.14745,-0.965517,0.214558,0.0674488,-0.0499257,0.120945
0.298786,0.183789,-0.936455,0.188761,-0.180955,-0.0700736
-0.790502,0.612447,-0.00392636,-0.06069,0.0168898,-0.0137644
0.659235,-0.671589,-0.338196,0.28319,0.0969828,0.0596035
-0.937912,0.164905,-0.305167,-0.0859857,-0.35253,-0.136052
0.336762,-0.206014,0.918776,-0.491276,-0.476679,0.166181
0.0738426,-0.735888,-0.673065,0.273652,-0.320326,0.28558
0.489194,-0.287966,-0.823265,0.259463,-0.00916415,0.0715961
0.641262,0.660925,-0.389822,-0.455865,0.272049,-0.60621
0.857843,0.42738,0.285397,0.0377969,-0.0964915,0.375378
0.802269,0.37953,-0.460783,-0.0360637,0.518316,0.0587916
0.619061,-0.668816,0.411642,0.367977,0.408767,0.31537
-0.61292,-0.687085,0.390184,-0.150026,0.074002,0.112207
-0.9921,0.0213738,-0.123612,-0.0222105,-0.00743779,-0.31538
0.384005,0.635961,0.669399,-0.00175491,-0.00796393,0.134648
-0.431483,-0.830429,-0.352433,-0.441291,-0.0727649,0.391216
-0.401697,0.882005,0.246388,0.454305,0.457136,-0.402423
-0.242551,-0.966831,0.0800459,0.0597455,-0.104031,-0.122059
-0.500037,0.127198,-0.856612,0.185798,0.637001,-0.111365
-0.951128,-0.0446735,-0.305548,0.0247631,0.292604,-0.370572
0.244681,-0.961346,0.126277,0.0865783,-0.134249,-0.416526
0.255281,0.168252,0.952115,0.0556648,0.473501,0.0140156
-0.724719,-0.391087,0.567303,-0.0317726,0.00459406,0.128395
0.325255,0.944855,-0.038186,0.145954,0.0697938,-0.354617
0.283863,-0.742227,-0.607059,0.122231,-0.144396,0.0941547
-0.8857,0.0621739,-0.460075,-0.0662241,0.347627,0.00388857
0.402093,-0.0286085,-0.915152,0.019814,0.107101,-0.0799905
0.403494,0.900317,0.163162,-0.131975,0.185373,-0.121843
0.961888,-0.227613,-0.15154,0.0734825,-0.117465,0.099739
0.298263,-0.900275,0.317086,0.530452,0.0293562,-0.120791
-0.991108,0.117239,0.0629251,-0.0517816,0.219689,1.04791
0.383257,-0.908523,-0.166432,0.311591,0.0633035,-0.120467
-0.762603,-0.575197,-0.295948,-0.0846155,0.191803,-0.417399
-0.221677,-0.326722,-0.918756,0.0883058,0.0525465,-0.0984397
0.221659,-0.133562,0.965934,-0.473682,-0.435478,0.144404
0.483684,0.210285,-0.849605,0.288834,0.289728,0.110175
0.160365,-0.271207,-0.949068,0.348632,-0.158006,0.0121102
-0.605637,0.555872,-0.569394,-0.0435054,0.363277,0.188672
-0.313518,0.610135,-0.727628,0.138215,-0.15419,-0.317691
0.807662,-0.0303265,0.588866,0.21443,-0.0650103,-0.126747
0.13968,-0.703592,-0.696741,-0.173894,-0.362329,0.231573
-0.943474,0.0859849,-0.3201,0.100388,-0.157813,-0.582284
-0.20218,0.10684,-0.973503,0.0876772,0.276983,-0.0452672
0.362694,-0.351348,0.863138,-0.477829,0.207145,0.394765
0.798248,0.484453,-0.357919,0.154355,-0.595632,-0.844165
-0.187999,-0.703131,0.685757,0.130981,0.00115322,0.134225
0.0932051,-0.371184,0.92387,-0.0569561,-0.206611,0.0123915
0.270912,-0.848333,0.454904,0.263201,0.200421,0.429691
-0.385244,0.789056,-0.478516,-0.110245,0.052735,-0.0323753
0.288831,-0.957251,-0.015709,0.0637962,-0.0745708,0.0194273
0.127358,0.814992,0.565304,0.0516681,0.106713,0.016118
-0.595151,0.698537,0.397292,-0.57175,-0.228195,-0.112591
-0.656133,0.374535,0.655143,-0.0521201,-0.278474,0.261329
-0.962494,-0.256237,0.0891485,-0.114821,0.231975,0.314856
0.721253,0.6169,0.315005,0.135125,0.245156,-0.444873
-0.802077,0.530859,-0.273608,0.16508,0.310044,-0.287256
0.786815,0.00148652,-0.617187,-0.0246191,0.28014,-0.162308
-0.032437,-0.918332,0.394481,-0.225073,-0.359565,-0.612662
0.0640404,-0.085994,-0.994235,0.178066,-0.0577101,-0.0418464
0.528969,0.630745,0.567762,-0.117621,0.0723728,0.16165
-0.0485238,-0.162385,-0.985534,-0.22912,0.170194,-0.0905317
0.420087,-0.876902,0.233602,0.0496934,-0.243538,-0.593202
0.97554,-0.11187,0.189228,0.205986,0.103745,-0.447727
0.341486,-0.510789,-0.788975,-0.118062,-0.0723129,-0.0827612
-0.873207,0.451114,0.184405,0.0259711,0.244243,-0.0244766
0.849805,-0.109044,0.515694,-0.118092,0.18714,0.448668
0.98411,-0.162312,0.0719839,0.126691,0.0356252,-0.167793
-0.938161,-0.0216783,0.345521,-0.297986,-0.496742,-0.427379
0.0196776,-0.908536,0.417343,-0.511442,-0.383051,-0.536135
0.693083,-0.41675,-0.58818,-0.270083,0.0267471,-0.45253
-0.515684,0.0778706,0.853233,-0.351243,0.567773,-0.155634
0.615342,-0.708792,-0.344917,0.301329,0.148327,-0.0360387
-0.295401,-0.940593,0.167404,0.152976,-0.206259,-0.367584
-0.165784,0.585372,-0.793634,-0.0618119,0.0174763,-0.0881793
0.0132491,-0.118965,0.99281,0.0319857,-0.0562379,0.0811676
-0.859007,-0.408741,0.308282,-0.144551,0.193409,0.120748
0.828706,0.554441,-0.0764287,-0.106179,0.288258,0.0366381
-0.769198,0.625178,0.132239,-0.0645463,0.0172787,0.180608
0.290971,0.145369,-0.945623,0.257166,-0.0552311,-0.0157131
-0.844703,0.127446,-0.519841,-0.303418,-0.180236,0.235625
-0.282999,0.136355,0.949378,0.318244,0.254617,0.13449
-0.484301,0.251623,-0.837937,0.211245,0.0905732,-0.228445
-0.597435,-0.359943,-0.716598,0.255175,0.111405,-0.406516
0.70959,0.68929,0.146155,0.0618881,0.121167,-0.220064
0.765123,-0.338149,0.547944,-0.0655722,-0.048752,0.183386
-0.285239,-0.648506,0.705746,0.394022,-0.113346,0.140007
0.30917,-0.618442,0.722457,0.0431371,-0.217666,-0.126415
0.68059,-0.515689,0.520444,-0.17053,-0.289319,0.0876779
-0.824889,-0.476158,-0.304685,-0.0619795,0.0354148,-0.207136
0.955266,0.246667,0.163162,0.225717,-0.326868,-0.169539
-0.186822,-0.75691,0.626246,0.188349,0.357791,0.690916
-0.627543,-0.290621,-0.722308,0.4452,-0.528452,-0.327621
0.251241,-0.485842,-0.837159,0.396587,-0.237284,0.170243
-0.976287,-0.200008,-0.0828296,-0.125318,0.171876,0.00485496
0.358077,-0.853169,-0.379319,0.314193,-0.142654,0.358295
0.121975,-0.00229155,-0.992531,0.257586,-0.317597,-0.0291089
-0.590266,0.806504,0.033727,0.0179159,0.148696,-0.566913
0.460499,0.85053,-0.254044,-0.459682,0.275739,-0.273423
-0.499352,0.404325,0.766269,-0.186075,-0.113633,0.057377
0.0180779,-0.94323,-0.331648,0.211675,-0.138851,0.143675
-0.877497,0.352353,0.325342,0.0320306,-0.0186207,0.353351
-0.841824,-0.522296,0.136157,-0.300418,0.346811,0.192008
0.638197,0.657397,-0.400667,-0.447481,0.280045,-0.562838
-0.149144,-0.986691,-0.0647759,-0.25207,-0.0880245,0.330592
-0.181189,0.947162,-0.26468,0.21897,0.0334637,-0.307176
0.310277,0.792643,-0.524828,0.17993,-0.224794,-0.396366
0.369419,-0.430066,-0.823755,-0.139509,-0.420042,0.0688004
-0.40863,-0.175043,-0.895757,0.208864,-0.158076,-0.158354
-0.828178,0.0809172,-0.554594,-0.445374,0.358472,0.473397
0.444753,-0.328182,-0.833361,0.112019,-0.187753,0.0569001
0.613427,0.368067,-0.698738,0.101621,-0.244005,-0.192738
-0.219474,-0.623772,-0.75016,-0.449272,0.1135,-0.0726649
-0.455246,0.853545,-0.253402,-0.0811448,-0.0563658,-0.356272
0.384814,0.76007,-0.523652,-0.0972753,-0.107908,-0.383867
-0.0603056,-0.117987,-0.991182,-0.241043,-0.106486,-0.0370059
-0.23228,0.270854,-0.934176,0.000583869,0.183042,-0.0111899
-0.0954992,0.173982,0.980107,-0.353356,0.347581,-0.0218879
0.807034,-0.298147,-0.509711,0.0721661,-0.302651,0.149284
0.123961,0.375868,-0.918345,-0.252615,0.0386666,-0.0948266
-0.964893,-0.0739483,0.25202,0.0150214,-0.02709,0.351851
0.983352,0.149504,0.103282,0.0836311,-0.0846558,0.132828
0.504883,0.834072,-0.222297,-0.507581,0.321443,-0.477727
0.657581,-0.59145,0.466664,0.0843135,0.095766,0.129887
0.118633,-0.471285,0.873966,-0.112895,-0.258357,-0.0348878
-0.916562,-0.341973,-0.20729,0.122066,-0.365624,-0.337625
0.166778,0.953945,-0.249348,-0.365213,0.122757,-0.118543
-0.934517,-0.354787,0.0283667,0.0156376,-0.182336,0.527587
0.844875,0.0646054,-0.531048,-0.0625642,0.0546245,-0.230447
-0.174705,-0.737771,-0.652052,-0.349797,-0.0584027,0.0873569
-0.20219,-0.953704,-0.222638,0.0386341,-0.131099,0.187103
-0.568345,-0.742725,0.354038,-0.299949,0.289306,0.426371
-0.184596,-0.155344,-0.97046,0.485873,0.0315959,-0.16127
0.617863,0.308566,-0.72321,-0.0272861,0.183052,-0.0765461
0.0177835,0.787376,0.616216,-0.250068,0.157718,-0.00964218
-0.840962,-0.42436,-0.335709,0.0757272,-0.50754,0.177149
-0.781485,0.612603,0.118312,0.0298113,0.121957,0.281372
0.457308,-0.0229393,-0.889013,-0.312673,0.0474167,-0.278105
0.882813,-0.458617,0.101547,-0.0582384,-0.340764,-0.0672619
0.189686,0.26813,-0.944524,-0.4612,0.0939343,-0.147985
-0.684591,-0.434217,-0.585483,-0.173022,0.00694849,0.104844
-0.32974,-0.938303,-0.104206,-0.262605,-0.0357988,0.107774
0.653265,0.75563,0.0476246,0.616469,-0.394385,0.247525
-0.253756,0.611582,-0.749383,0.108503,-0.114607,-0.24697
-0.211797,-0.973874,-0.0819266,-0.008064,-0.123197,0.354805
0.673107,-0.481916,0.560967,-0.105894,-0.511518,-0.15982
-0.496736,0.764107,0.411575,-0.197071,-0.0432738,0.0516889
0.0669911,0.962783,-0.261841,0.0662398,0.0581593,-0.0796894
0.435927,-0.899949,-0.00771064,0.0664552,-0.0494196,-0.0460347
-0.689922,-0.407917,0.598006,-0.131261,0.0447049,0.0384615
-0.871203,0.129086,-0.473648,-0.0700999,-0.215106,-0.117716
-0.0268273,0.693913,-0.719559,0.0729403,-0.0434667,-0.146563
0.311101,0.152791,0.938014,-0.381277,0.542711,0.18385
0.661726,0.074703,0.746015,0.0618731,-0.325102,0.138013
-0.581292,-0.319426,0.748376,-0.368521,-0.408996,-0.30633
0.361252,0.93135,-0.0456555,-0.0967759,0.155042,-0.265605
0.364981,-0.056555,-0.929296,0.193487,0.329063,-0.0268383
0.682174,0.546364,0.485927,0.214565,0.185423,-0.311212
-0.777768,0.241474,0.580316,-0.0485537,0.598735,-0.13434
-0.289424,0.225493,0.930262,0.311986,-0.266736,0.260188
0.041202,0.369193,-0.928439,0.187676,0.132774,-0.0242751
-0.00609897,-0.780101,0.625623,-0.0612388,0.251296,0.423629
-0.585397,-0.742139,-0.326404,0.0610789,-0.210672,0.0483633
-0.143061,-0.931947,0.333179,-0.0872272,-0.111028,-0.109299
0.519303,0.297541,0.801121,0.17052,0.0870896,0.00860187
-0.522157,0.693237,-0.496764,0.0392104,0.0448729,-0.149237
-0.160346,-0.0200856,0.986856,-0.000523209,-0.0436432,0.101587
-0.341916,0.169583,-0.924303,0.098632,0.194026,-0.0497051
0.616713,0.160898,-0.770569,-0.0650496,0.558538,-0.0392524
0.344224,0.938092,-0.0386445,0.0249287,0.110604,-0.32959
0.845921,-0.304402,0.437902,-0.018112,-0.346802,-0.00718852
0.272513,0.445139,0.852988,-0.179384,-0.186693,0.276886
0.430353,-0.576547,0.694543,-0.284241,-0.438483,-0.0290012
0.148153,-0.30417,0.941027,-0.223328,0.00194053,0.122214
-0.770316,0.626784,-0.117283,0.0250966,0.0993148,-0.429819
-0.960974,0.203524,-0.187369,-0.148018,-0.424884,-0.343728
0.44116,-0.879416,0.1789,-0.138365,-0.222316,-0.170464
-0.389548,-0.837183,0.383898,-0.206501,0.0546674,0.140585
0.307677,-0.506045,0.805762,-0.393162,-0.390709,-0.025922
0.0468976,-0.981798,0.184047,-0.322129,-0.0853877,0.304634
-0.210549,-0.544453,0.811936,-0.173302,0.383724,0.294141
0.841958,-0.512509,-0.168643,-0.0940338,-0.357868,0.0494267
0.370967,-0.753553,0.542717,-0.147429,0.0511601,0.327595
0.0378663,0.0792551,0.996135,0.0408949,0.123813,0.0436691
-0.00601091,-0.538724,-0.842461,-0.421213,0.0768459,-0.135145
0.778385,0.471505,0.414488,0.332365,-0.144642,-0.188853
-0.528449,0.265687,0.80632,-0.206485,0.044278,-0.0603243
-0.4896,0.371214,0.788982,-0.267943,0.0657923,-0.0842699
0.197302,0.636613,0.745517,0.390556,-0.0884482,0.0893338
0.829374,-0.341067,-0.442506,-0.133272,-0.0979984,-0.32473
0.813202,0.550985,-0.187398,0.107,0.244212,0.545944
0.999395,0.030775,0.0161934,0.102784,-0.279936,0.241703
-0.151701,0.307598,0.939346,0.0707188,-0.0986893,0.121708
0.881772,-0.0513352,-0.468875,0.107361,0.127885,0.011799
