x,y,z,wedge_x,wedge_y,wedge_z
-0.408391,0.462958,-0.786694,9.47423,5.56926,-0.861064
0.87655,0.472108,0.0936696,-0.0553678,1.73712,-6.89088
-0.55465,-0.790395,-0.260075,2.72596,-1.45525,-2.24893
-0.145904,0.966379,0.211716,10.5799,2.15485,-3.30824
-0.0750638,-0.244831,-0.966656,8.33042,5.24024,-2.32285
0.696519,-0.256704,-0.670048,4.02772,6.94088,1.15871
0.696766,0.712861,0.0796619,0.869324,-0.698586,-6.10863
0.644117,-0.732663,0.219815,10.014,7.95757,-1.38475
0.51148,0.20052,-0.835572,6.15538,5.66368,5.80537
-0.704509,0.655188,0.272756,6.25088,7.85554,-0.743819
-0.660931,0.312157,0.682442,6.18928,10.5903,1.08859
-0.9023,0.0633191,-0.426433,2.66202,4.64607,-4.70907
0.988183,-0.147219,0.0426616,1.72458,10.7871,-5.64953
0.0937534,-0.575742,0.812239,9.57909,5.46984,3.28175
-0.330323,0.852124,0.405919,9.67104,5.02657,-3.67171
-0.100684,0.803626,-0.586555,8.64199,1.32534,0.291912
0.23481,-0.272768,0.932985,8.69967,6.66939,0.161694
0.696963,-0.643802,-0.31585,9.82386,10.7401,0.12009
-0.759574,-0.0511745,0.648405,4.88549,7.1298,4.17879
-0.555894,0.825811,-0.094965,5.9553,3.99132,0.470871
0.814532,-0.0260211,0.579535,4.84199,7.20405,-6.43932
-0.217281,0.49405,0.841845,8.80115,7.32822,-2.04681
0.24317,0.540485,0.805447,6.91736,4.72812,-5.40771
0.578416,-0.542498,0.609205,9.21958,9.3191,-0.416559
0.357001,-0.864404,-0.354055,11.321,6.54862,-2.5872
-0.278611,-0.491246,0.825259,5.26813,3.47397,3.92934
0.696169,-0.186161,-0.69332,3.76405,7.1153,1.5599
0.783623,-0.394854,-0.47961,3.84416,7.99132,0.789924
-0.0105228,-0.956144,0.292706,10.5911,-1.03447,-1.50523
0.5563,-0.666449,0.496362,10.1277,8.99029,-0.0561897
0.00783887,0.437206,-0.899327,7.9948,2.68765,1.35545
0.55986,0.68765,-0.462272,4.98521,-1.93532,2.55988
-0.464605,-0.845892,-0.261934,3.57366,-1.73138,-2.31876
-0.158636,-0.701793,0.694493,8.17503,2.56453,4.08676
0.0435616,0.0758756,-0.996165,7.03907,5.12738,1.03993
-0.495811,0.381818,0.779991,7.03411,9.95624,0.452453
0.797682,-0.504428,-0.330539,7.73863,10.8671,0.124569
-0.900968,-0.365923,0.233147,-1.45691,3.08434,0.365225
-0.43215,-0.231726,0.871522,5.86717,5.23557,4.3239
0.165353,0.451525,-0.876803,7.52612,2.53788,2.39893
-0.982614,-0.162107,0.0905069,-1.37767,4.69344,-1.88589
-0.822476,-0.121988,-0.555565,2.03398,5.58643,-4.80495
0.775432,0.48486,0.404495,1.6543,2.53219,-7.09148
0.767025,-0.0874,0.635637,5.56619,7.76635,-5.90622
-0.776398,-0.373696,-0.507501,1.20214,4.00161,-4.3173
0.69363,0.0279463,0.719789,6.65124,7.93783,-5.90522
0.108363,-0.756313,-0.645173,7.42901,3.51475,-3.15264
0.989903,-0.136028,-0.0398555,1.61948,11.0457,-4.99778
-0.57057,-0.361441,-0.737435,4.31998,6.37215,-6.05256
-0.391293,0.835877,-0.384967,8.53962,4.5015,0.226127
0.370315,0.894142,-0.251746,5.1274,-2.64042,-0.265687
-0.430635,-0.813657,0.390534,4.95013,-2.32206,1.23377
0.314604,0.875699,-0.3663,5.31114,-2.10935,0.454559
-0.881658,-0.468147,0.0593106,-1.43375,2.07985,-0.907378
-0.76312,-0.571014,0.30264,0.162436,0.641042,1.10204
0.797856,-0.191956,0.571471,5.53792,8.23063,-5.09505
0.818483,0.399475,-0.412923,3.01621,0.00810562,5.44109
-0.461191,7.87501e-05,-0.887301,5.25015,6.21449,-3.13011
-0.0315368,-0.849964,-0.525896,7.68796,1.52656,-4.07405
0.439612,0.893474,0.091894,6.02878,-1.09269,-3.93762
-0.499819,0.423817,0.755355,7.01877,9.93725,0.211153
0.875914,0.365368,0.31509,1.22539,3.46854,-7.50015
-0.14745,-0.965517,0.214558,9.24035,-1.79497,-1.4675
0.298786,0.183789,-0.936455,7.01087,6.07085,3.5702
-0.790502,0.612447,-0.00392636,5.24996,7.15796,-0.748244
0.659235,-0.671589,-0.338196,10.1015,10.3105,-0.0615615
-0.937912,0.164905,-0.305167,2.50703,4.85979,-4.09787
0.336762,-0.206014,0.918776,8.69053,7.073,-0.759864
0.0738426,-0.735888,-0.673065,7.48172,3.55736,-3.21959
0.489194,-0.287966,-0.823265,5.83288,7.27855,0.729812
0.641262,0.660925,-0.389822,4.35519,-1.85284,2.07187
0.857843,0.42738,0.285397,0.964133,2.90262,-7.40875
0.802269,0.37953,-0.460783,3.15555,0.257905,5.7319
0.619061,-0.668816,0.411642,9.50049,9.16747,-0.65938
-0.61292,-0.687085,0.390184,2.09423,-0.936977,2.15922
-0.9921,0.0213738,-0.123612,0.80549,4.43562,-3.4248
0.384005,0.635961,0.669399,6.24151,2.51573,-5.72674
-0.431483,-0.830429,-0.352433,3.89784,-1.44092,-2.69325
-0.401697,0.882005,0.246388,9.35891,3.98234,-2.42945
-0.242551,-0.966831,0.0800459,7.71666,-2.05983,-1.88373
-0.500037,0.127198,-0.856612,5.71394,6.41143,-2.15865
-0.951128,-0.0446735,-0.305548,1.35727,3.79361,-4.19265
0.244681,-0.961346,0.126277,11.7686,3.06653,-2.91587
0.255281,0.168252,0.952115,7.99391,7.18315,-3.70907
-0.724719,-0.391087,0.567303,2.97685,3.14567,5.56487
0.325255,0.944855,-0.038186,6.34007,-1.4571,-2.59636
0.283863,-0.742227,-0.607059,8.59669,5.5459,-2.19274
-0.8857,0.0621739,-0.460075,2.86137,4.92372,-4.73389
0.402093,-0.0286085,-0.915152,6.97118,8.13494,3.13437
0.403494,0.900317,0.163162,6.66012,-0.71184,-4.31237
0.961888,-0.227613,-0.15154,2.52484,12.0051,-2.85697
0.298263,-0.900275,0.317086,12.0784,5.01393,-1.10484
-0.991108,0.117239,0.0629251,0.624111,7.3601,-1.98299
0.383257,-0.908523,-0.166432,11.8947,5.92022,-2.97374
-0.762603,-0.575197,-0.295948,0.52086,1.23657,-2.8078
-0.221677,-0.326722,-0.918756,7.84709,5.07885,-3.78968
0.221659,-0.133562,0.965934,8.67342,6.90287,-0.702934
0.483684,0.210285,-0.849605,6.29966,5.65752,5.67585
0.160365,-0.271207,-0.949068,8.09336,7.24845,-0.47218
-0.605637,0.555872,-0.569394,8.16816,6.91265,-1.74365
-0.313518,0.610135,-0.727628,9.99813,4.2384,-0.590623
0.807662,-0.0303265,0.588866,4.92549,7.26019,-6.38962
0.13968,-0.703592,-0.696741,7.63673,4.06103,-3.01202
-0.943474,0.0859849,-0.3201,2.19901,4.39556,-4.33874
-0.20218,0.10684,-0.973503,5.87626,4.32087,-0.361283
0.362694,-0.351348,0.863138,8.98185,6.99187,0.264057
0.798248,0.484453,-0.357919,2.9047,-0.592091,4.18315
-0.187999,-0.703131,0.685757,8.04994,2.49798,4.11125
0.0932051,-0.371184,0.92387,8.12752,5.82008,1.62658
0.270912,-0.848333,0.454904,12.3963,6.09667,0.8955
-0.385244,0.789056,-0.478516,9.08231,4.94894,-0.0433859
0.288831,-0.957251,-0.015709,11.8372,3.82963,-3.29592
0.127358,0.814992,0.565304,9.2544,2.18273,-5.79319
-0.595151,0.698537,0.397292,7.23623,7.72994,-1.36906
-0.656133,0.374535,0.655143,6.24889,10.5376,0.70266
-0.962494,-0.256237,0.0891485,-1.55198,4.06423,-1.6112
0.721253,0.6169,0.315005,0.974307,0.839635,-6.67053
-0.802077,0.530859,-0.273608,5.96577,7.45551,-1.86254
0.786815,0.00148652,-0.617187,2.27092,8.40074,3.47786
-0.032437,-0.918332,0.394481,10.2605,-0.672746,-0.676812
0.0640404,-0.085994,-0.994235,7.88722,6.24949,0.104075
0.528969,0.630745,0.567762,4.72432,1.86422,-5.95171
-0.0485238,-0.162385,-0.985534,8.26236,5.18011,-1.61658
0.420087,-0.876902,0.233602,11.9044,5.22732,-2.21111
0.97554,-0.11187,0.189228,1.71149,9.64787,-6.44255
0.341486,-0.510789,-0.788975,7.60859,7.30774,-1.02236
-0.873207,0.451114,0.184405,4.64409,8.45562,-0.842414
0.849805,-0.109044,0.515694,4.92706,7.63079,-5.98882
0.98411,-0.162312,0.0719839,1.84338,10.7454,-5.70191
-0.938161,-0.0216783,0.345521,-0.647778,7.12182,-0.788551
0.0196776,-0.908536,0.417343,10.5853,0.205561,-0.370353
0.693083,-0.41675,-0.58818,5.22284,6.99026,0.339956
-0.515684,0.0778706,0.853233,7.38102,9.17507,4.19246
0.615342,-0.708792,-0.344917,10.4014,9.58066,-0.497316
-0.295401,-0.940593,0.167404,7.31367,-2.25804,-1.3469
-0.165784,0.585372,-0.793634,9.89893,2.85114,-0.281961
0.0132491,-0.118965,0.99281,8.63014,6.61523,0.119938
-0.859007,-0.408741,0.308282,-1.05421,2.95225,1.31001
0.828706,0.554441,-0.0764287,0.74523,-0.339417,-4.46852
-0.769198,0.625178,0.132239,5.60899,7.45105,-0.499955
0.290971,0.145369,-0.945623,7.06989,6.49841,3.3714
-0.844703,0.127446,-0.519841,3.48574,5.70562,-4.66278
-0.282999,0.136355,0.949378,9.15585,7.26725,1.20129
-0.484301,0.251623,-0.837937,6.65964,6.32668,-1.5262
-0.597435,-0.359943,-0.716598,4.05687,6.32139,-5.97954
0.70959,0.68929,0.146155,0.716153,-0.342349,-6.38246
0.765123,-0.338149,0.547944,6.36247,9.14857,-3.34987
-0.285239,-0.648506,0.705746,6.91575,2.38126,4.17348
0.30917,-0.618442,0.722457,11.5142,7.29743,2.33735
0.68059,-0.515689,0.520444,8.53318,9.6346,-1.01057
-0.824889,-0.476158,-0.304685,0.166331,1.85726,-3.01591
0.955266,0.246667,0.163162,0.166187,5.71547,-7.45056
-0.186822,-0.75691,0.626246,8.19316,2.29802,3.72524
-0.627543,-0.290621,-0.722308,3.80584,6.34961,-5.75998
0.251241,-0.485842,-0.837159,7.79599,7.20488,-1.25739
-0.976287,-0.200008,-0.0828296,-0.63953,3.57318,-2.88398
0.358077,-0.853169,-0.379319,11.1699,6.57858,-2.51143
0.121975,-0.00229155,-0.992531,7.52811,6.54131,1.2494
-0.590266,0.806504,0.033727,6.13491,4.44521,0.0537238
0.460499,0.85053,-0.254044,4.96363,-2.65355,-0.297184
-0.499352,0.404325,0.766269,7.01568,9.96158,0.331495
0.0180779,-0.94323,-0.331648,9.31224,1.21174,-4.10784
-0.877497,0.352353,0.325342,4.29563,9.57447,-0.386467
-0.841824,-0.522296,0.136157,-1.24451,1.78259,-0.403901
0.638197,0.657397,-0.400667,4.42579,-1.83917,2.2188
-0.149144,-0.986691,-0.0647759,8.3064,-1.33753,-2.6853
-0.181189,0.947162,-0.26468,7.35205,1.59084,0.40044
0.310277,0.792643,-0.524828,5.99071,-1.36767,1.96428
0.369419,-0.430066,-0.823755,7.40306,7.40226,-0.709656
-0.40863,-0.175043,-0.895757,5.75823,5.85992,-3.90595
-0.828178,0.0809172,-0.554594,3.40294,5.80748,-4.66346
0.444753,-0.328182,-0.833361,6.48925,7.36742,0.227047
0.613427,0.368067,-0.698738,5.50807,3.467,6.56242
-0.219474,-0.623772,-0.75016,7.9621,3.03995,-5.18668
-0.455246,0.853545,-0.253402,7.55911,4.22652,0.27475
0.384814,0.76007,-0.523652,5.7787,-1.52958,2.30592
-0.0603056,-0.117987,-0.991182,8.19303,5.06472,-1.51497
-0.23228,0.270854,-0.934176,6.57986,4.29454,-0.261111
-0.0954992,0.173982,0.980107,8.98885,7.16452,-0.391601
0.807034,-0.298147,-0.509711,3.31944,7.74656,0.982226
0.123961,0.375868,-0.918345,7.45106,2.92755,2.02398
-0.964893,-0.0739483,0.25202,-1.20133,6.57455,-1.08498
0.983352,0.149504,0.103282,0.0771446,7.05984,-7.24503
0.504883,0.834072,-0.222297,4.8368,-2.51169,-0.558612
0.657581,-0.59145,0.466664,8.99469,9.5579,-0.745495
0.118633,-0.471285,0.873966,8.7834,5.69634,2.51574
-0.916562,-0.341973,-0.20729,-0.255566,2.45068,-3.00707
0.166778,0.953945,-0.249348,5.70847,-0.972807,0.280369
-0.934517,-0.354787,0.0283667,-1.42294,2.93844,-1.50299
0.844875,0.0646054,-0.531048,1.43857,8.96785,3.19187
-0.174705,-0.737771,-0.652052,7.51731,1.77451,-4.71248
-0.20219,-0.953704,-0.222638,7.71879,-0.857957,-3.1762
-0.568345,-0.742725,0.354038,2.61852,-1.30821,1.80946
-0.184596,-0.155344,-0.97046,7.85537,5.03253,-2.33364
0.617863,0.308566,-0.72321,5.47222,4.19548,6.57976
0.0177835,0.787376,0.616216,9.90863,3.88012,-5.76564
-0.840962,-0.42436,-0.335709,0.185612,2.09589,-3.1433
-0.781485,0.612603,0.118312,5.52981,7.46751,-0.525953
0.457308,-0.0229393,-0.889013,6.73391,8.03951,3.22854
0.882813,-0.458617,0.101547,6.44546,11.023,-2.45784
0.189686,0.26813,-0.944524,7.08338,4.14392,2.41989
-0.684591,-0.434217,-0.585483,1.78273,4.14562,-4.55408
-0.32974,-0.938303,-0.104206,6.09121,-1.99246,-2.13529
0.653265,0.75563,0.0476246,1.29816,-0.874875,-5.79277
-0.253756,0.611582,-0.749383,10.0292,3.54445,-0.463213
-0.211797,-0.973874,-0.0819266,7.72975,-1.57636,-2.5495
0.673107,-0.481916,0.560967,8.21346,9.56125,-1.27565
-0.496736,0.764107,0.411575,8.16839,6.75657,-2.18004
0.0669911,0.962783,-0.261841,5.86392,-0.488427,0.509602
0.435927,-0.899949,-0.00771064,11.8913,5.48504,-2.94767
-0.689922,-0.407917,0.598006,3.41272,2.97625,5.82323
-0.871203,0.129086,-0.473648,3.2927,5.406,-4.6859
-0.0268273,0.693913,-0.719559,9.6371,1.18104,0.0222395
0.311101,0.152791,0.938014,7.91747,7.2126,-3.88158
0.661726,0.074703,0.746015,6.7185,7.8004,-5.91841
-0.581292,-0.319426,0.748376,4.5536,3.86304,5.65339
0.361252,0.93135,-0.0456555,6.20594,-1.5411,-2.65559
0.364981,-0.056555,-0.929296,7.09082,8.10748,2.89462
0.682174,0.546364,0.485927,2.58134,2.07531,-6.58374
-0.777768,0.241474,0.580316,5.2624,10.3423,0.944879
-0.289424,0.225493,0.930262,9.09242,7.40674,0.678442
0.041202,0.369193,-0.928439,7.5917,2.90113,1.6667
-0.00609897,-0.780101,0.625623,9.99523,3.48074,2.94638
-0.585397,-0.742139,-0.326404,2.37031,-0.989049,-2.48374
-0.143061,-0.931947,0.333179,9.26299,-1.79595,-0.80213
0.519303,0.297541,0.801121,6.14919,6.01401,-5.81572
-0.522157,0.693237,-0.496764,8.83499,6.12478,-0.80637
-0.160346,-0.0200856,0.986856,8.81953,6.70788,1.04967
-0.341916,0.169583,-0.924303,6.04144,5.16642,-0.975356
0.616713,0.160898,-0.770569,5.08572,5.96653,5.69851
0.344224,0.938092,-0.0386445,6.27848,-1.49637,-2.65337
0.845921,-0.304402,0.437902,5.94823,9.3718,-3.82072
0.272513,0.445139,0.852988,7.0141,5.68135,-5.17112
0.430353,-0.576547,0.694543,11.5518,8.16777,1.74772
0.148153,-0.30417,0.941027,8.49622,6.32812,0.70949
-0.770316,0.626784,-0.117283,5.51807,6.99565,-0.954111
-0.960974,0.203524,-0.187369,2.2716,5.1742,-3.55146
0.44116,-0.879416,0.1789,11.8917,5.1655,-2.45093
-0.389548,-0.837183,0.383898,5.49265,-2.42299,0.988158
0.307677,-0.506045,0.805762,10.248,6.83912,2.03814
0.0468976,-0.981798,0.184047,10.9056,-0.467348,-2.21218
-0.210549,-0.544453,0.811936,5.98598,3.30935,3.85296
0.841958,-0.512509,-0.168643,7.33754,11.6217,-0.82959
0.370967,-0.753553,0.542717,12.4417,7.3533,1.44517
0.0378663,0.0792551,0.996135,8.68623,7.04398,-1.25389
-0.00601091,-0.538724,-0.842461,8.67577,4.96379,-3.71625
0.778385,0.471505,0.414488,1.7132,2.66942,-7.12193
-0.528449,0.265687,0.80632,7.09312,9.89689,2.0837
-0.4896,0.371214,0.788982,7.06482,9.92465,0.50341
0.197302,0.636613,0.745517,7.40627,3.46516,-5.59685
0.829374,-0.341067,-0.442506,3.53367,8.08858,0.811582
0.813202,0.550985,-0.187398,1.35468,-0.81735,-2.47431
0.999395,0.030775,0.0161934,0.0993883,8.99088,-6.22321
-0.151701,0.307598,0.939346,8.93814,7.30928,-0.742019
0.881772,-0.0513352,-0.468875,1.0787,9.9821,2.00055
-0.087322,0.943048,0.320992,10.7706,1.97886,-4.57585
0.414889,-0.746944,0.519558,12.219,7.54381,1.19346
0.328689,0.626615,-0.706624,6.60562,0.0501483,3.37269
-0.575306,-0.346995,0.740688,4.47043,3.63237,5.6885
0.965997,-0.258344,0.010458,2.65335,11.5073,-4.5356
-0.0853948,-0.399855,0.912592,6.22165,4.63448,2.67737
0.621856,-0.076543,0.779382,7.28377,8.61896,-5.40515
-0.398229,-0.201512,0.894878,6.14141,5.47671,4.00913
0.7688,-0.0807975,-0.634364,2.71004,8.04478,2.70837
0.386409,-0.634609,0.669298,11.9571,7.97451,1.97875
0.121486,-0.677266,0.725639,10.4423,5.29476,3.2138
0.341666,-0.288154,0.894557,8.81086,6.93887,-0.126987
-0.646664,-0.70169,0.299094,1.60284,-0.780439,1.48446
-0.597855,0.757254,-0.262936,7.0278,5.57549,-0.290127
-0.969276,-0.17408,0.173784,-1.55399,5.1844,-1.37781
0.107286,0.721326,-0.684236,8.82272,0.463898,0.579133
0.0212285,-0.121435,0.992372,8.63502,6.62416,0.0749359
0.431172,0.785216,0.44444,6.1456,0.590558,-5.66347
-0.83787,-0.441595,-0.320887,0.160242,1.97535,-3.0754
-0.532223,-0.122126,0.837749,6.30185,6.80586,4.56162
-0.426614,-0.798474,0.424782,4.86522,-2.2555,1.34128
