x,y,z,theta_0,theta_1
-1.04329,-0.526726,0.555844,4.4699,5.77416
1.76375,2.21581,0.554661,1.18245,4.25773
2.34612,0.203016,0.934909,0.32161,4.82548
-2.73986,1.20837,-0.104802,2.67279,3.13786
0.227481,-2.96247,-0.238302,4.84933,2.55356
-2.26067,-1.97188,0.0186985,3.82638,3.10249
-1.29501,2.57566,0.469568,2.11196,3.13431
-0.320454,-1.53483,-0.901837,5.24996,1.19674
-2.1892,0.213679,0.979876,3.43625,5.06673
1.48368,-0.00464854,-0.856403,0.761915,1.66473
0.366338,-2.21975,0.968304,4.99912,4.82259
0.583632,-1.05172,0.603718,6.11536,5.66451
-0.0924041,1.53828,0.888465,2.36008,5.64907
1.16484,1.65287,0.999756,1.53932,5.38572
0.675561,2.04863,-0.987576,1.49974,2.33015
-1.51946,0.688767,0.943379,3.30927,5.46644
-2.85131,-0.218079,-0.510905,3.24612,2.95511
0.810185,2.23316,0.926788,1.60708,5.20451
0.521826,-2.74067,-0.613224,4.94806,2.23165
1.74067,-1.89064,0.821705,5.55325,4.71826
-0.691161,1.56991,0.958621,2.67363,5.58595
-2.99092,-0.151676,-0.102219,3.23897,3.17832
-2.45147,-1.65197,0.292947,3.72439,3.2899
-0.436327,-2.48879,-0.850021,4.52156,2.34478
1.51109,2.01186,0.856502,1.29833,4.9387
-0.19414,0.988301,-0.119694,2.9386,0.0341338
-0.358646,-2.94394,-0.259628,4.50889,2.8201
-2.48645,-1.13572,0.67963,3.62701,3.74077
1.03891,-0.755356,0.698599,0.132146,5.62209
-0.948063,0.322211,-0.0513736,3.82333,0.0517494
-1.1855,0.788221,-0.817182,3.18309,0.731715
-0.515984,1.3917,0.856756,2.71822,5.66587
0.234465,1.99414,0.999969,1.95578,5.43038
-1.65642,-2.30311,-0.54734,4.08604,2.75573
-0.276314,2.98596,0.0506717,1.7584,3.14003
1.94062,-2.27867,-0.117705,5.46154,3.65162
-0.335249,2.56954,0.806439,1.84087,3.73643
-0.981372,-1.87795,0.992905,4.55603,4.79083
-1.7145,-0.783017,-0.993347,3.96341,1.42827
-1.39645,-1.4585,-0.999815,4.30006,1.53328
0.794405,-0.612878,-0.0817103,0.556058,0.214806
1.44104,2.6208,0.134974,1.15737,3.1171
1.27808,1.75484,0.985282,1.47454,5.31216
1.62953,1.5673,0.965359,1.25865,5.15768
2.46523,1.2843,-0.626138,0.744207,2.6772
-1.00946,-0.220525,0.255775,4.3918,5.98206
1.06541,1.82054,-0.994,1.36484,2.31916
0.995307,-2.65072,-0.555645,5.10271,2.25582
1.20476,0.172316,0.622045,1.04998,5.81601
-2.03694,2.04702,-0.460225,2.42797,2.82489
-1.55429,0.264187,-0.905933,3.4056,0.980261
0.252457,1.18266,-0.612211,2.08755,0.944486
-0.646802,0.82412,0.304943,3.33862,6.06302
0.181255,1.04989,0.355757,2.47662,5.9393
-0.308246,1.52077,0.893879,2.50869,5.64692
1.63069,-0.806871,0.983555,6.16444,5.0951
-0.871396,0.499394,0.0932056,3.65204,6.2168
-0.877028,0.764774,0.54818,3.36326,5.90075
-1.47237,-1.23646,0.997007,4.13973,5.21169
-1.48689,-2.48353,0.446844,4.18957,3.59546
-1.59556,-2.52388,-0.167165,4.12455,2.99075
0.949914,0.559838,-0.441245,1.51708,0.448742
-1.29331,-0.731272,0.857633,4.24143,5.50178
-0.224132,-2.52754,-0.84329,4.63865,2.27071
0.283353,-0.962466,0.081292,0.0145243,0.0398573
-2.13463,-1.32726,-0.858022,3.84318,2.11945
1.71182,1.83611,0.859995,1.22225,4.9041
2.25693,1.31074,0.79245,0.783441,4.52893
-0.927092,1.87588,0.995715,2.51731,5.30881
2.3699,-1.15991,-0.769601,6.15063,2.09778
-2.06085,0.358108,-0.995784,3.08254,1.78773
1.21099,-0.933576,0.88217,6.20422,5.45299
-2.82102,0.730461,-0.405576,2.94355,2.93958
0.0848548,-2.63777,-0.769093,4.83457,2.19466
-1.23183,0.115449,0.64667,3.92357,5.68868
-0.305446,-1.1506,-0.587059,5.63681,0.750838
-1.22717,2.73255,-0.0951541,2.03781,2.89664
1.33117,-1.10314,-0.962538,6.23108,1.7065
-0.22885,2.31118,0.946574,1.89223,4.47533
1.18506,0.0460155,-0.5808,1.07643,0.859257
-0.500093,-2.73007,-0.631348,4.48569,2.48848
-0.454133,-0.913948,-0.201725,5.61416,0.264295
-0.563722,-0.851192,0.203553,5.41531,6.09602
-0.755266,-1.82062,-0.999581,4.72839,1.43222
-0.892137,-0.537219,0.284753,4.89212,6.01664
0.996092,0.881281,-0.742346,1.34045,1.62227
-1.45792,-2.6208,0.0441364,4.16462,3.19203
2.07862,0.0862284,-0.996762,0.460472,2.13291
1.21643,2.70965,-0.242421,1.16708,2.97079
-2.25296,1.22243,-0.826296,2.73862,2.44297
-1.73765,1.66559,-0.913431,2.54321,2.40861
0.74348,0.689132,0.165193,1.80633,6.09442
-1.71069,0.845301,-0.995772,2.97231,1.48262
-0.714877,-0.702562,0.0680627,5.23083,6.17866
-1.97881,1.91848,0.654415,2.37347,3.25061
-0.76773,-2.87722,0.209153,4.4562,3.39003
0.169978,1.41122,0.815627,2.31986,5.69455
1.55784,1.97803,-0.855482,1.15787,2.55224
-0.00703352,-1.01749,0.186363,5.89756,6.15479
-1.35205,-2.41349,0.642367,4.27083,3.91804
-2.68941,1.27855,0.209276,2.6566,3.24617
0.662919,0.768981,-0.174147,1.80899,0.129635
-1.03744,-1.72157,0.99995,4.57283,4.98287
-0.000377119,-1.35639,-0.765355,5.61927,1.01041
0.883625,1.47172,0.959006,1.72264,5.50832
-0.395332,-0.985836,0.347038,5.55941,5.99473
-1.62066,2.07216,0.776053,2.35621,3.42848
1.00754,-0.594842,0.557807,0.375365,5.77205
0.0105595,-1.09149,-0.417968,5.92677,0.620924
-0.15127,1.00697,-0.190289,2.89159,0.0948719
2.59124,-1.0633,0.598776,5.98941,4.38081
2.60454,0.416424,-0.770351,0.357926,2.37298
0.706733,1.62822,-0.974356,1.52213,2.14319
0.131898,2.59035,0.804679,1.72881,3.89744
-0.311171,-2.75196,0.638646,4.61617,4.13777
-2.42991,-0.403161,0.886293,3.51618,4.43794
-1.12604,0.256345,0.534536,3.87576,5.79309
0.349021,2.00228,0.999473,1.8983,5.41754
0.0866785,-2.13198,0.991017,4.94229,4.86367
0.967207,0.875728,-0.718774,1.35815,1.5672
0.0456293,2.73112,0.681836,1.71974,3.66093
0.773405,-2.09194,0.973113,5.26105,4.90154
-2.7248,0.865558,-0.512016,2.90293,2.89177
1.95861,-1.91437,0.673932,5.5667,4.62104
-1.74232,-1.29392,0.985403,3.90689,4.8889
0.698215,-2.75203,-0.543785,4.98682,2.26312
0.840816,2.02643,-0.981013,1.44738,2.34034
-0.425345,0.962573,0.319345,3.17958,6.03552
-2.1309,2.08569,-0.190174,2.39313,2.93416
-1.53423,0.0559435,0.885441,3.75868,5.47122
-1.15093,0.201116,-0.555334,3.98694,0.441079
1.00651,-2.05564,0.957381,5.36577,4.90321
0.479236,0.914693,0.253379,2.199,6.02413
1.20819,-1.63069,0.999565,5.64205,5.05996
1.3933,-1.16678,-0.983173,6.18933,1.74097
2.1364,1.09734,0.915753,0.803557,4.77227
2.74946,0.162411,-0.656582,0.234499,2.3896
-0.74249,2.69724,-0.603232,1.94874,2.72184
-1.71797,1.23594,-0.993208,2.73841,1.97846
2.70663,-0.508402,-0.65691,0.0977649,2.3324
1.51081,0.727335,0.946322,1.12438,5.37941
0.576037,-2.89069,0.319693,4.92902,3.67092
-2.80483,0.436568,-0.54474,3.00159,2.91848
0.763498,0.811749,-0.464431,1.66352,0.463347
-1.97392,2.20857,0.272622,2.28474,3.07678
-1.58457,1.47121,-0.986749,2.61506,2.13891
0.0632109,1.56435,0.900733,2.27795,5.64154
-0.813035,2.84082,-0.296997,1.94253,2.81613
-2.62409,1.44435,-0.0965165,2.60251,3.13179
1.16725,-0.282083,-0.601128,0.786857,1.01388
-2.74272,0.72518,-0.547246,2.94096,2.89489
1.30997,-0.424405,0.782222,0.385917,5.59994
1.81186,0.351912,0.988027,0.579771,5.20131
1.71623,0.756937,-0.99225,0.932349,2.07279
1.05133,0.185638,-0.361424,1.26597,0.459162
-1.50572,-2.58087,0.154555,4.15983,3.28456
0.263799,1.39395,0.813685,2.27219,5.69046
-2.65945,-1.38509,0.0542363,3.61819,3.20065
0.460443,-1.57135,0.931955,5.61843,5.3363
-0.501808,0.888641,0.201621,3.27337,6.08531
0.0367465,1.35268,0.762639,2.40437,5.71958
-0.155666,-0.999434,-0.151117,5.82036,0.254333
-2.94876,0.450002,0.184143,3.08196,3.34273
1.74515,2.3771,-0.315493,1.09063,2.85712
1.91196,1.17074,0.970294,0.950735,5.04122
-0.230634,-2.85423,0.504293,4.6177,4.00927
0.776213,-0.933347,-0.618147,0.202724,0.936287
1.17649,-0.968774,-0.879457,0.0584069,1.59088
-1.56608,-0.0994089,0.902464,3.78821,5.46148
1.6317,2.35153,-0.506576,1.10997,2.78811
0.390715,2.5346,0.82541,1.69127,4.16439
-2.36609,0.711274,0.882301,3.13705,4.5442
1.52579,-2.04934,-0.831874,5.53939,1.96034
-0.616496,-0.850751,0.314189,5.35645,6.0308
-0.162075,1.05737,-0.366856,2.89128,0.20687
0.0787709,-2.11007,-0.99376,5.01602,1.86099
-0.929699,0.399268,0.153221,3.71865,6.17123
2.7561,-0.299651,-0.635207,0.107067,2.36488
-1.94993,0.936689,0.986586,3.15402,5.17149
0.521994,-0.855477,0.0656424,0.179983,0.0519079
2.47192,0.226484,0.876022,0.304991,4.73125
-0.411724,-2.03453,0.997125,4.77431,4.8711
-0.998764,0.740336,-0.653684,3.34261,0.514774
-1.1984,0.0074598,-0.597897,4.10948,0.525544
0.399908,1.20058,0.678534,2.22125,5.71664
2.70905,-1.28495,0.0574725,5.89007,3.7751
0.327395,1.00002,0.319023,2.36577,5.97994
-1.73766,-0.708109,0.992333,3.83151,5.08028
-2.45576,-1.72238,-0.0296538,3.75578,3.09638
0.704858,-0.869197,-0.473255,0.259743,0.779876
-2.69277,0.572368,-0.658106,2.96838,2.86452
0.788711,-1.43698,-0.932644,5.86406,1.56843
-2.80755,-0.424741,0.543362,3.40756,3.71598
0.964244,-0.271391,0.0584271,0.95104,0.0167547
-0.614507,-2.88578,-0.31077,4.45166,2.80463
0.867819,-0.534765,-0.195794,0.641668,0.339289
2.46005,-0.93204,0.776033,6.04036,4.51288
0.67007,-1.96735,-0.996927,5.39903,1.8137
1.56323,1.51236,-0.984556,1.15026,2.33133
1.35044,1.34078,-0.995284,1.21263,2.17018
-1.09354,-0.979357,-0.846734,4.50069,1.11528
-0.344389,2.56931,-0.805728,1.91665,2.51321
-0.821555,0.722902,0.423966,3.41201,5.99011
0.67351,1.29812,0.843225,2.05145,5.66045
0.213354,-2.78434,-0.609866,4.88321,2.24676
1.74474,-2.26403,0.513125,5.40957,4.46765
2.00218,2.20884,-0.19286,1.02816,2.89885
-2.42121,-0.257068,0.900518,3.49044,4.48034
-1.18109,0.915995,0.862923,3.19876,5.63644
0.577205,-2.24717,-0.947379,5.19051,1.93934
-2.64225,0.590746,0.706734,3.08686,3.92894
-0.156655,-1.29287,0.716418,5.43603,5.54705
-1.28667,-0.56742,-0.804637,4.25691,0.92296
1.50089,-0.206415,0.874521,0.446976,5.42963
-2.24222,1.23941,-0.827156,2.73209,2.44577
1.71944,-0.133466,0.961333,0.386953,5.23357
-0.995854,0.585249,-0.534915,3.51591,0.397596
0.574336,1.27561,0.79921,2.13115,5.68552
0.554952,-2.71574,0.635787,4.97828,4.55331
-0.247913,1.80539,0.984091,2.27597,5.54423
-2.20158,-0.965129,-0.914832,3.78552,2.01913
-0.96751,-1.26387,0.912838,4.74869,5.45112
0.446616,1.36512,0.825991,2.1673,5.67797
2.70038,0.593049,-0.644349,0.395682,2.43647
2.85365,-0.233008,-0.504947,0.0929954,2.40998
0.454549,-1.00857,-0.448602,0.115554,0.729337
1.97378,1.94192,0.639359,1.12999,4.55647
1.12143,-1.58568,0.998326,5.67249,5.12054
-0.115288,2.25489,-0.966188,1.87975,2.39668
0.02174,1.27417,0.688066,2.44981,5.74967
0.41071,-2.87075,-0.435922,4.91516,2.31889
0.0589361,-1.27319,0.688283,5.56109,5.54754
1.69926,-2.46832,-0.0813835,5.37195,3.68984
0.941568,1.09061,-0.829052,1.36556,1.78445
-0.0276067,-1.8201,0.983723,5.03491,5.07661
-1.02494,0.196694,-0.292207,4.0238,0.288911
-1.06059,2.05327,-0.950406,2.20362,2.3921
-0.198057,-2.00161,0.999935,4.86698,4.91722
0.967838,-1.42138,0.959884,5.80914,5.27671
-0.498977,1.01917,0.501368,3.12398,5.94745
0.759455,1.11466,0.758902,2.00025,5.68597
2.92456,-0.152937,-0.371192,0.0760429,2.47968
1.22155,-0.67967,-0.798423,0.259023,1.50529
-0.286162,1.11917,-0.535036,2.90685,0.286876
1.15946,-2.70665,-0.328405,5.12694,2.46217
1.00074,0.632384,0.57777,1.5805,5.83693
1.3728,-0.840711,-0.920721,0.114281,1.6603
0.384103,-2.45991,0.871881,4.97411,4.76733
0.820221,2.36475,-0.864312,1.41488,2.44371
-0.432768,1.46594,0.881859,2.62705,5.6535
-0.832911,-0.570301,0.137135,5.02913,6.12276
-1.84083,2.35,0.171663,2.24519,3.0392
-0.224914,-2.59382,0.797327,4.70062,4.47515
-2.00164,-1.31236,-0.919323,3.87274,2.03689
0.41353,1.49421,-0.893219,1.79095,1.8384
-2.30985,-1.91356,0.0309504,3.81247,3.10912
2.06569,0.182951,-0.997275,0.509152,2.13398
0.993261,0.84024,-0.71511,1.34847,1.5545
1.56019,2.50021,-0.321024,1.12021,2.8767
-1.76198,2.31092,-0.423243,2.30397,2.85493
1.11522,0.0836092,0.471902,1.09557,5.89476
2.502,-1.17913,0.64293,5.95858,4.43621
0.0741129,1.1227,0.484391,2.51965,5.85345
-0.15555,1.1928,0.603847,2.61595,5.8053
-0.709955,0.704247,-0.000139026,3.49199,6.25029
1.8672,-0.729272,0.99999,6.15099,5.00395
-0.918853,1.23476,0.887468,2.95806,5.65034
-2.65103,1.22451,0.391529,2.69378,3.32084
-0.604708,1.92226,-0.999885,2.08787,2.30206
1.79645,-0.270141,0.983047,0.274627,5.17509
-1.04309,1.18529,-0.907017,2.8517,1.0803
1.58612,0.918459,0.985931,1.14308,5.3506
-1.38973,-2.12971,-0.839712,4.17173,2.49596
-0.431951,-2.0283,0.997274,4.76713,4.86876
-1.89413,1.96096,0.687306,2.36929,3.27048
0.527012,2.12934,-0.981082,1.55905,2.33205
-1.79912,1.15366,0.990539,3.02468,5.22283
-2.27859,0.917626,0.889763,3.05873,4.54869
1.09727,-0.0324141,-0.431202,1.10902,0.595758
1.84156,-2.27116,0.382492,5.41264,4.3399
-0.7735,-0.734722,-0.359425,5.05331,0.367417
1.03309,2.80943,0.115139,1.21628,3.13853
-0.418119,-1.01691,0.434889,5.504,5.93016
0.0643299,-1.13652,0.507478,5.74703,5.75197
2.5445,1.30433,0.511421,0.707564,4.03549
-2.08577,1.97137,0.49311,2.36024,3.19048
-0.532031,1.01487,-0.520055,3.04762,0.291395
-2.71071,-1.28455,0.0258828,3.6028,3.20726
-1.07875,-1.5463,-0.993412,4.5404,1.37308
0.552466,1.20113,0.735144,2.15383,5.69965
-1.88473,0.363712,0.996755,3.49553,5.29143
2.94949,-0.145263,-0.302778,0.0603752,2.52812
2.97532,0.297341,0.140101,0.043337,2.91263
-0.896964,0.943298,-0.71578,3.16145,0.60874
-1.51277,2.58337,0.112022,2.13953,2.98351
-1.04676,0.705787,0.675321,3.35415,5.78549
1.10091,-1.18432,0.923737,6.03618,5.38689
-2.66193,1.08687,0.483636,2.75917,3.40109
1.63777,-1.47942,-0.978335,6.05676,1.83805
-0.978593,-0.502806,-0.43632,4.64584,0.457699
-2.56673,1.31559,0.467021,2.6802,3.32261
-0.043262,2.98942,-0.142956,1.71063,3.0982
1.23491,-2.47674,0.641006,5.27841,4.52339
-0.617632,-0.788041,0.0497521,5.36639,6.22605
0.701049,2.8981,0.190526,1.34948,3.20592
0.800565,0.853272,0.557812,1.85634,5.8372
0.706175,0.710014,0.0529062,1.82177,6.18285
2.20339,-1.4164,-0.785093,6.0879,2.08327
-1.28158,0.890026,-0.898154,3.06898,0.900654
0.598838,-1.26623,0.800523,5.91589,5.47544
1.90064,-1.46738,0.916002,5.77877,4.76628
0.438529,2.92724,0.280312,1.52184,3.29655
1.4946,0.310226,0.880771,0.794073,5.43308
1.239,2.64752,0.384576,1.20936,3.2615
0.352346,-2.42343,0.893576,4.97167,4.77662
1.40939,0.136919,-0.811768,0.921444,1.56411
-2.11554,-0.901812,0.954022,3.70734,4.64378
0.468102,1.21035,0.711896,2.18469,5.70461
0.31337,-2.98259,0.0445199,4.85298,2.93384
-2.82929,0.368704,-0.521557,3.02269,2.93092
-2.42053,-0.771036,-0.84143,3.65765,2.21952
-0.761901,2.72387,0.560106,1.93442,3.33798
-1.54117,0.431224,-0.916675,3.23697,1.04463
0.960312,0.283665,0.0515829,1.44669,6.25111
0.890096,-2.2681,-0.899702,5.31007,1.94269
2.03344,-1.33574,0.901435,5.86176,4.72191
0.0403408,-2.42485,0.905106,4.89826,4.76417
-2.95741,0.0813672,-0.285003,3.15057,3.06713
1.25557,-1.87822,0.965812,5.51249,4.91836
1.08195,0.0259797,0.397189,1.08681,5.93226
-1.2581,-2.15685,0.867773,4.35687,4.28256
0.168557,-1.53687,0.891047,5.44601,5.37941
-0.702172,1.34334,0.874952,2.82335,5.65946
0.757466,-0.956857,-0.626255,0.187813,0.93914
1.0167,0.00121376,-0.182007,1.19573,0.236345
-1.9996,-2.18702,-0.268253,3.98217,2.89245
-0.742263,2.23541,-0.934706,2.03494,2.45044
-1.35318,-1.41633,-0.999153,4.34262,1.47532
-0.0146034,1.71062,0.957232,2.23273,5.59166
0.418516,1.6207,0.945324,2.05828,5.59113
-0.726806,-0.737482,0.263846,5.22968,6.06515
-1.73056,0.0333331,0.963107,3.67871,5.39033
0.918662,2.20923,0.9197,1.5662,5.20544
1.75817,-1.52712,0.944405,5.72401,4.80871
0.942362,-0.858711,0.688668,0.0349234,5.60482
-1.41304,-0.45489,0.85686,4.09162,5.50781
-0.798674,-2.82143,-0.361689,4.41626,2.77526
-1.15394,0.363853,-0.613038,3.71999,0.475323
0.852434,-2.54476,-0.729726,5.11004,2.12909
1.41504,-2.43244,0.580743,5.3166,4.4997
0.26388,-2.95818,0.243404,4.82755,3.39189
0.107678,2.49984,-0.864774,1.79044,2.42147
1.06382,0.16499,0.383697,1.18396,5.94523
-0.572452,-0.880526,-0.313014,5.47113,0.316703
-1.57638,0.983012,0.989832,3.14186,5.4119
0.855604,-0.670062,0.407416,0.367878,5.89444
1.70128,-2.06051,0.740473,5.47986,4.65183
-2.93144,-0.631163,-0.0525597,3.38992,3.23096
-0.752533,0.729767,-0.306929,3.49383,0.203369
-0.648348,-2.73763,0.581761,4.52172,4.01752
-0.655495,-2.51165,-0.803152,4.46189,2.39422
-0.451953,-0.997335,0.425327,5.48891,5.93908
0.734947,-1.12001,-0.75093,0.0497927,1.09651
-2.25525,-1.1908,0.834949,3.68556,3.9934
-1.20145,-0.121523,0.609981,4.07056,5.701
-0.994442,-0.106046,0.012648,4.35539,6.24929
0.766529,-0.642442,0.0172616,0.511333,0.0940289
-1.62319,1.80081,-0.905478,2.49817,2.42504
0.546143,-0.83811,0.0264526,0.208467,0.0876091
-1.67529,-0.0514846,0.946086,3.71826,5.4085
1.62361,0.964872,0.993784,1.13199,5.3333
-1.56153,0.518436,0.934995,3.44141,5.43933
-0.259821,0.981255,0.172955,3.02046,6.08167
-1.88106,-0.332989,0.995969,3.6809,5.08819
1.80205,-2.37485,0.19322,5.39201,4.11016
0.992229,2.09001,0.949562,1.55955,5.25162
-1.10465,0.173361,-0.471567,4.04648,0.397386
-1.62549,-0.927196,0.991689,3.94244,5.14238
0.187339,-1.49653,0.870711,5.47705,5.39614
1.81383,-0.705298,0.998548,6.15866,5.02398
-2.67936,-0.881905,0.571264,3.53141,3.61751
2.13553,-1.1459,0.905876,5.9421,4.68729
-1.02033,1.68734,0.999604,2.61618,5.3886
0.22754,-2.52213,-0.846509,4.90862,2.12751
0.187753,-2.17171,0.983701,4.96033,4.84247
-2.34566,-0.783046,-0.881112,3.69614,2.13007
0.902125,1.7377,-0.999114,1.43024,2.24834
-2.25545,1.95832,-0.160811,2.43887,2.9524
-0.513446,1.9563,-0.999746,2.05192,2.31691
2.69031,-0.5681,0.661845,6.16095,4.24609
-1.80123,-2.31079,-0.367875,4.05067,2.82463
2.14212,-1.37767,-0.837203,6.10984,2.05326
-0.303733,1.01772,0.346833,3.02437,5.99743
-0.979363,0.468845,0.405269,3.63524,5.97195
-2.71801,-1.2246,0.193268,3.58163,3.28941
-1.3466,1.74216,0.979403,2.59056,5.0569
-1.71504,0.480789,-0.97576,3.13257,1.25166
-2.24675,-1.61746,0.639971,3.73519,3.63228
2.95142,0.530138,-0.0518451,0.163314,2.8182
-1.59952,2.52706,0.135814,2.16821,2.99976
2.99839,0.0041767,-0.056685,0.0163976,2.77804
-1.70343,0.187652,0.958149,3.64071,5.38954
-0.801875,-0.646575,0.243421,5.12812,6.06372
0.867924,0.573956,-0.281834,1.62161,0.248499
0.087091,1.75187,0.969278,2.16589,5.57464
0.726875,-2.05982,0.982868,5.25727,4.91413
1.58506,-2.48792,0.312416,5.33985,4.26033
-1.86167,1.5853,-0.895433,2.5708,2.43758
1.17207,-2.74516,-0.173109,5.13018,2.6252
-0.45898,2.6654,0.709579,1.86042,3.53692
-0.717941,-2.53698,-0.77119,4.44701,2.41573
-1.74238,-0.511635,-0.982917,3.96429,1.27432
-1.86133,0.735612,-0.999999,2.98132,1.60439
-0.686745,-1.03048,0.647987,5.09965,5.66963
2.92489,0.246672,0.353915,0.0505672,3.06152
0.85444,1.39321,-0.930752,1.44965,2.04195
-0.807992,2.85987,-0.235727,1.93986,2.83088
-0.615951,-1.32106,-0.840122,4.96919,1.18173
-0.570221,-2.02114,0.994984,4.70768,4.83604
-0.432626,-0.930901,-0.22877,5.62966,0.281288
0.300657,-2.70507,0.692182,4.90722,4.58769
1.57939,0.862489,-0.979702,1.02359,2.03179
1.2069,0.947012,-0.884834,1.23574,1.84242
0.648676,-0.832469,0.328111,0.138577,5.97288
-1.86505,2.34792,0.0544137,2.254,3.01653
-2.6628,-1.21989,0.370262,3.58286,3.37447
-1.58511,-0.034892,-0.910048,3.80892,0.906904
-1.15169,-1.176,-0.935251,4.49521,1.25956
0.982418,0.515799,-0.455162,1.46969,0.491761
0.265379,-2.12319,0.990192,4.98558,4.85149
1.05761,1.03658,-0.854707,1.31785,1.79167
-1.16533,-2.533,0.615412,4.32758,4.00143
-1.06592,0.752725,-0.718915,3.28466,0.587159
-1.10017,0.0535341,-0.438911,4.14256,0.399416
-0.654108,-1.2204,0.78825,5.02149,5.54724
-1.51093,1.58879,0.981292,2.67854,5.0531
1.76449,0.525129,-0.987275,0.833589,2.05266
2.3592,-0.539629,0.907463,6.18998,4.60852
-2.52395,-0.362074,0.835306,3.48051,4.29591
-0.0655297,-1.3266,-0.740747,5.62379,0.977209
-1.43921,-0.286699,-0.846424,4.06434,0.886992
1.18791,-2.53738,0.597749,5.25747,4.49546
-1.76656,-0.759405,0.997021,3.82451,5.04387
2.01777,1.96168,0.580626,1.11051,4.45271
-1.79461,-2.223,-0.515347,4.05258,2.76948
1.39913,2.65219,0.0526696,1.15577,3.0824
0.628178,-1.25908,0.805265,5.92501,5.47246
-1.07141,-2.31684,0.833458,4.40239,4.30567
0.949245,-0.377153,0.205894,0.768643,6.13768
-1.95157,-2.05431,-0.552498,4.00221,2.73227
0.269716,1.71429,-0.964352,1.82671,1.96924
-1.27492,-0.478437,0.769817,4.19669,5.57232
0.325603,-2.36528,0.921832,4.97152,4.78985
-0.408208,-1.67197,-0.960315,5.12227,1.25998
-0.566849,0.865351,-0.260331,3.29215,0.145462
-1.01654,-1.50291,-0.982627,4.59517,1.33326
2.71904,-1.17118,0.278118,5.92904,4.02684
-0.981418,-2.26052,0.885642,4.44937,4.42824
-1.0585,1.1662,0.905166,3.03463,5.62646
0.865522,-0.543509,0.20871,0.589695,6.12825
0.512527,-0.966172,-0.422627,0.158465,0.716923
0.659946,-0.848772,-0.380325,0.275305,0.686625
0.811305,0.644484,-0.266391,1.67957,0.226506
-0.275311,1.04955,-0.403575,2.95748,0.218228
0.282259,-1.09567,0.495592,5.98851,5.76111
-0.282529,1.79789,0.983658,2.30158,5.54664
0.900467,0.449626,-0.113665,1.57262,0.0925002
-1.10775,-2.48521,0.693022,4.3588,4.11787
0.607908,-1.90057,-0.99999,5.40884,1.78458
-1.85918,-2.29889,-0.291423,4.03568,2.85924
-1.6517,2.43555,0.333391,2.20699,3.05247
-2.04826,-0.807592,-0.979442,3.81437,1.8393
2.14392,0.291668,0.986515,0.390892,4.9591
-1.36986,-0.569044,0.856194,4.17744,5.50677
1.85167,-2.33218,0.20917,5.40333,4.12992
2.62981,1.40414,-0.193021,0.737362,3.01657
-0.79893,0.719486,-0.380335,3.49464,0.255643
1.46382,2.47035,0.490437,1.20953,3.60037
-1.14118,1.07153,0.900622,3.10794,5.61986
