coeff_index,form0,form1,form2
53,-0.0679867,0.0965921,-0.0450815
54,-0.0394605,0.107137,-0.181125
55,-0.110288,0.0811738,-0.154551
56,0.00826445,-0.200086,-0.256534
57,0.0140755,-0.0637562,0.0624382
58,0.0275548,-0.165134,0.006056
59,-0.000612727,0.0119238,-0.020953
60,0.0369528,-0.113482,0.0551905
61,-0.074206,0.13436,0.0513682
62,0.0747412,0.0919064,0.0300201
63,0.025887,0.0578377,-0.0298213
64,-0.0800774,-0.0445602,-0.0732722
65,0.09882,0.00417628,0.0612514
66,-0.0301202,-0.0231897,-0.00519445
67,-0.01414,0.100656,-0.152609
68,0.163927,-0.0369177,0.0206821
69,-0.0222001,-0.186745,0.0627647
70,0.0229246,-0.0873566,0.0176606
71,-0.164272,-0.154161,-0.0966738
72,0.00981177,-0.0362747,0.0405641
73,0.0580428,-0.0674681,0.122739
74,0.034364,0.101446,0.0972826
75,0.00178447,-0.138007,-0.0356686
76,0.1413,0.0848656,0.0669521
77,0.0361285,0.161765,0.0430283
78,0.0032308,-0.0120762,-0.0861335
79,0.096805,0.0113597,-0.0169171
80,-0.0439194,-0.145719,-0.0402886
81,0.0103068,0.000356084,0.0863308
82,0.070673,0.0971358,-0.03163
83,0.110304,0.0561468,-0.0499144
84,0.00279164,-0.0555342,-0.0226623
85,-0.0301309,-0.0551756,0.10882
86,0.0189689,-0.0649388,0.0342554
87,0.0184365,0.0299773,-0.106386
88,0.0683495,0.0312587,0.049281
89,-0.0388134,-0.109148,-0.0550429
90,-0.0277667,0.145914,-0.0219753
91,-0.047345,-0.230166,0.0255852
92,-0.18157,0.0541136,0.0169479
93,0.00655639,0.0133474,0.0115374
94,-0.0289472,0.0429744,-0.0538927
95,0.0475279,-0.125317,0.102997
96,0.0123641,-0.0139001,-0.0856451
97,0.102237,-0.01483,-0.107308
98,-0.0793805,0.0528863,0.0643741
99,0.00282402,0.0102861,0.0162508
100,-0.123901,-0.0798002,-0.0273173
101,0.103778,0.0457966,-0.0114416
102,-0.0206255,0.0912018,0.0363206
103,-0.0655003,0.0458671,0.00550695
104,0.0150636,0.0131137,0.115014
105,-0.0264455,-0.0753264,-0.0249942
106,-0.0212007,0.134201,0.0143031
107,-0.0358201,-0.0134788,-0.0260269
108,0.0150635,-0.0130546,0.000568282
109,-0.020525,0.00688748,0.00246049
110,-0.0365547,0.0274767,-0.0161802
111,-0.0111622,-0.0175334,-0.0148035
112,0.0130622,0.0206705,0.0326216
113,-0.0311184,0.0383825,-0.0796336
114,0.000412828,0.0168739,0.0065999
115,0.0272957,0.0530955,-0.0177905
116,-0.0167951,-0.0669589,-0.0256487
117,-0.0100148,0.0454859,-0.0122146
118,-0.00417934,0.00359589,-0.055747
119,0.0091339,0.106274,-0.0318409
120,0.0263194,-0.0271009,0.0212929
121,-0.0483091,-0.0829431,-0.0530412
122,0.0126083,0.0331145,-0.044169
123,0.00591976,-0.0937637,-0.0243515
124,0.0477031,0.0113123,8.02197e-05
125,-0.017416,0.0297556,0.00530071
126,-0.034048,-0.0102739,-0.00509151
127,0.0581156,-0.0125297,-0.031349
128,-0.0295097,-0.000465391,0.0138151
129,-0.0205352,-0.00585819,0.0152167
130,0.00261616,0.0219811,0.0287032
131,0.0218442,0.0293454,7.92788e-05
132,0.00959321,-0.0116452,0.031682
133,-0.0241265,-0.0100164,0.0163446
134,-0.00680375,-0.0529985,0.0180876
135,-0.00508352,0.00975978,-0.010611
136,0.00624608,-0.00255795,0.0700699
137,0.0259684,-0.0445624,0.031708
138,0.0317675,0.0773699,-0.00201424
139,0.0611462,-0.021297,0.0167337
140,-0.0107527,-0.00927607,0.00521585
141,0.00718627,0.0067922,0.0134661
142,-0.0112227,-0.00908726,-0.0607073
143,0.0226912,-0.0056508,-0.0223277
144,-0.00413083,-0.0172413,-0.0503257
145,0.0286751,-0.0354163,-0.00194519
146,-0.0161251,-0.0796696,-0.0111355
147,0.00459026,-0.00509462,-0.0161261
148,-0.0104962,0.0423082,-0.0264182
149,-0.0383208,-0.00551452,-0.0147404
