x,y,z,wedge_x,wedge_y,wedge_z
0.998446,-0.137202,0.124883,1.99231,-0.35122,0.0722083
-2.26283,-1.43345,0.734462,0.364961,0.35177,-0.555413
-0.698033,1.49113,0.935407,0.246989,0.00133115,-1.12753
0.496199,1.1981,0.710975,-0.239055,0.873635,-0.878957
-0.777847,-1.46969,-0.941448,-0.107143,-0.075772,1.43033
0.538331,1.49844,0.913076,-0.23208,0.400677,-0.77114
-0.8985,-0.47709,-0.185254,-1.44639,-0.841971,0.576795
-1.1361,-0.850103,-0.813865,-0.329605,-0.20906,1.30086
2.16099,-0.519912,-0.974899,-0.789494,0.0216909,1.31906
1.55456,0.758732,0.962815,0.123903,0.390564,-1.77349
-2.93797,0.000501671,0.346703,0.892981,0.069456,-0.150562
-0.0771694,-2.07983,0.996693,0.253984,0.0582539,-1.14214
0.45975,0.934403,-0.2847,0.926248,1.62111,0.619596
-2.07374,1.75841,-0.695113,0.347869,-0.213633,0.628953
1.33936,0.558685,-0.835962,6.81245e-05,0.317112,1.39104
-0.183982,-1.20473,-0.624157,-0.119375,-1.24769,1.23383
2.53836,1.56139,0.198309,-0.711048,-0.222916,-0.0198753
-0.790568,0.612498,0.0123347,-1.40626,1.24232,-0.0422006
1.06008,-1.07994,0.873563,0.390323,-0.586332,-1.10638
-1.40389,0.246833,0.818452,-0.461664,0.0203402,-0.981766
2.5315,-1.54864,-0.252412,-0.58522,0.239731,0.265991
0.251337,-2.50473,0.8558,0.100954,0.381532,-0.6093
2.45587,-1.44566,0.527139,-0.419436,0.376246,-0.154924
1.15645,1.19191,0.940691,-0.0762941,0.391221,-1.15306
1.23137,0.613475,-0.781209,0.135618,0.395388,1.34591
1.69682,0.802713,0.99242,0.0499731,0.333769,-1.7407
1.17242,-1.26665,-0.96172,-0.125919,0.0116867,1.42505
-1.10624,-1.2401,-0.941076,-0.042536,0.00493741,1.32957
-1.07421,0.0231428,0.378651,-1.40667,-0.0573814,-0.571324
1.29608,2.14647,-0.861702,-0.319057,-0.429316,0.787962
-0.71596,-1.37793,0.89445,-0.278056,-0.324793,-1.44343
-0.532565,1.16935,-0.699037,-0.266396,1.29732,1.20576
-0.250985,-1.00045,-0.24883,-0.501309,-1.91946,0.53033
-2.81073,0.714988,0.435386,0.860944,0.0749996,-0.423416
-1.42483,-0.0669231,0.819139,-0.567192,-0.0708729,-0.954642
0.265811,-1.04437,-0.386387,0.570827,-1.6193,0.878083
2.49545,1.64472,-0.149869,-0.708928,-0.172854,0.336723
-1.94477,-1.04947,-0.97773,1.03812,0.191653,1.18618
0.327832,0.95234,0.119677,0.547411,1.84754,-0.0800019
0.832321,-2.1763,0.94397,-0.163984,0.388362,-0.739631
-1.8703,0.13129,0.992144,0.199913,-0.0448597,-0.995196
2.95721,-0.210402,0.263413,-0.716342,-0.126651,-0.0965885
0.461536,1.02983,-0.490434,0.648166,1.38638,0.934686
1.08134,-0.255879,0.458295,1.70929,-0.376054,-0.67599
0.458046,-1.38256,-0.839386,0.348931,-0.684268,1.30135
-1.01242,0.11976,-0.1964,-1.55875,0.221742,0.570402
0.440608,-1.04447,0.499361,0.596921,-1.40419,-1.11106
-1.11928,-0.844223,0.801469,-0.466047,-0.115063,-1.08281
-1.66617,-2.45572,0.252475,0.309133,0.267095,-0.247996
2.56468,-1.54536,-0.106817,-0.547318,0.269562,0.151345
2.65076,1.15244,0.455095,-0.681737,-0.245765,-0.393704
1.52043,-2.57134,0.159326,-0.407407,0.455226,-0.264265
-1.6328,1.49863,0.97633,0.459707,-0.181248,-1.08095
-1.21377,2.3621,0.755019,0.372643,-0.695275,-0.673419
2.27396,-0.085384,-0.961282,-0.82884,0.076201,1.30789
0.502284,-2.53009,0.814993,0.0341112,0.42152,-0.555739
-1.45839,0.132913,0.844496,-0.39649,-0.0351706,-0.98753
-2.64937,1.40003,0.0831459,0.757853,0.0498892,-0.376691
2.08938,-2.02402,-0.416838,-0.498967,0.302544,0.24596
1.34072,0.813678,0.902024,0.220442,0.481077,-1.61168
-0.658927,-2.46444,-0.8345,0.173824,0.336427,1.37858
0.723692,-2.88206,-0.236897,0.119642,0.51191,0.318301
0.565467,-1.7707,-0.989981,0.120024,0.174762,1.24817
-0.847882,1.73663,0.997723,0.413178,-0.24952,-1.11299
0.289218,-0.958535,0.0493314,0.794313,-2.02249,-0.100998
0.340246,2.1773,-0.979029,0.00431834,-0.220781,1.36986
-1.09141,1.28101,-0.948394,-0.136657,0.306467,1.26531
-2.14367,1.22365,-0.883555,0.408215,-0.0369121,0.803034
-1.00399,-0.267285,-0.276421,-1.48338,-0.478412,0.74334
1.10267,0.943131,-0.835816,-0.0623434,0.449422,1.35908
-1.12345,0.743563,0.757558,-0.364092,0.53401,-1.10697
2.35989,0.00445853,0.932993,-0.165824,-0.00110966,-1.10568
-0.0591106,-1.6735,-0.945556,-0.0409285,-0.41789,1.47175
1.79174,-2.40597,0.0181093,-0.477595,0.382015,-0.213993
1.42093,1.69432,-0.977426,-0.354982,-0.165132,1.01024
-0.858632,-2.87342,0.045432,0.148101,0.173904,0.124565
0.543256,-1.13401,-0.669757,0.738938,-1.18819,1.20097
1.16393,-0.133473,-0.560075,1.2916,-0.171367,1.06523
1.54962,-2.31789,0.615448,-0.517497,0.53921,-0.516901
-1.03341,0.533877,-0.547458,-1.05785,0.675483,0.909252
2.03262,-0.26082,-0.998785,-0.732656,0.0606904,1.37038
1.01179,-0.166877,-0.224222,1.8494,-0.373186,0.617572
-1.53311,-0.0354259,-0.88453,-0.440328,-0.0240162,1.3242
0.0377472,-1.74283,-0.966474,0.00680611,-0.295834,1.43153
1.94839,-1.17156,0.961873,-0.198632,0.312332,-0.466613
-2.86311,0.432343,-0.444917,0.963793,0.14948,0.312171
1.00423,-1.15674,0.883644,0.324632,-0.557645,-1.1403
-0.340119,-1.08298,-0.502005,-0.384024,-1.54469,0.939414
-0.762193,2.69125,0.603846,0.209849,-0.876883,-0.462741
0.332027,-2.98131,-0.022586,0.116237,0.440747,0.131203
-1.2944,-0.615913,-0.824035,-0.311571,-0.185793,1.34791
0.854981,0.57202,0.237807,1.5792,1.34386,-0.264871
-0.842022,0.684367,-0.403595,-1.13141,1.03717,0.717036
2.67069,1.33428,0.17,-0.723619,-0.21396,-0.0471287
-2.03921,0.30767,0.998058,0.385842,-0.0239345,-0.960579
-2.69128,1.29671,-0.158364,0.747863,0.0506424,-0.228272
-2.54958,1.32466,0.487423,0.791857,0.0416055,-0.537409
-2.25201,-1.35679,0.777281,0.366335,0.342618,-0.574797
0.791585,0.76894,-0.443193,1.24698,1.31223,0.787842
1.96656,-0.869126,-0.988678,-0.694672,0.024538,1.34766
-1.04773,-2.38206,-0.798275,0.21483,0.329612,1.05234
1.18199,-2.36436,-0.765571,-0.0111622,0.532496,0.802226
1.64524,-1.24661,-0.997938,-0.492314,0.174071,1.42221
-1.23344,-0.711989,0.817579,-0.470144,-0.0531814,-1.01465
1.09268,0.282151,-0.490436,1.41722,0.343562,0.968168
-0.57183,-2.31677,-0.922374,0.16161,0.31664,1.36154
-2.3983,-1.11067,0.765871,0.427905,0.272143,-0.527348
1.31921,-2.55106,0.489556,-0.443635,0.528067,-0.462376
-1.01263,-0.207455,0.25729,-1.54854,-0.3693,-0.385901
0.630764,-1.50289,0.928987,0.138904,-0.488852,-1.35517
2.9992,-0.0563462,0.0234638,-0.800442,-0.168147,0.0586678
-0.593914,0.811489,-0.105758,-1.094,1.5026,0.194543
0.619877,1.1449,0.716034,-0.158379,0.89744,-0.887939
-2.13126,1.72568,-0.670058,0.361773,-0.208261,0.602835
0.028656,-1.49515,0.863366,0.101348,-0.686029,-1.6289
-1.37195,0.550895,-0.853201,-0.349166,0.251923,1.1632
-0.926298,-0.574706,-0.414824,-1.25902,-0.822252,0.862841
1.17924,1.21472,0.951702,-0.101182,0.357288,-1.14934
-0.152542,-1.00917,0.202098,-0.374314,-1.83748,-0.510167
-0.249188,1.30262,0.738954,-0.0978686,0.521357,-0.823184
0.757431,1.93495,0.99696,-0.297012,-0.202699,-0.540767
1.85743,-2.16236,0.52583,-0.539488,0.512598,-0.458999
-2.70879,-1.16035,0.321665,0.588304,0.118728,-0.0471928
-2.16038,0.211081,0.985328,0.451757,-0.0110309,-0.891817
2.30619,-1.70172,0.499924,-0.462416,0.405558,-0.189074
2.21624,1.32978,0.811342,-0.571255,-0.215595,-0.764951
-0.898618,-2.55398,0.706751,0.285987,0.0692581,-0.877317
-0.612019,1.14748,0.714624,-0.198142,0.57372,-1.01814
0.936923,1.85058,0.997241,-0.320742,-0.130029,-0.612162
-1.36518,-2.67095,0.0276982,0.265736,0.265798,0.0001256
-1.93909,2.2611,0.205322,0.367063,-0.647142,-0.342328
-1.4426,2.62815,-0.0624543,0.247962,-0.737339,-0.1149
1.90468,-0.703656,0.999535,0.245199,-0.18917,-0.675797
0.929371,2.81798,0.253723,-0.374119,-1.03701,-0.10164
-1.2936,-0.0991401,-0.711579,-0.83452,-0.0721245,1.2345
1.04023,0.158151,-0.318807,1.70646,0.18731,0.790867
0.63907,1.05575,0.642967,0.031398,0.997168,-0.837883
1.40928,-1.26756,-0.994521,-0.330883,0.136348,1.4408
0.713437,-2.83422,-0.385683,0.151574,0.530084,0.424806
-1.12865,-0.421106,0.606157,-1.0791,-0.341909,-0.782815
0.22241,1.27215,0.705658,-0.187147,0.748316,-0.741591
-0.938603,-0.356338,-0.0889987,-1.53552,-0.667098,0.383834
2.09128,0.159915,0.995247,0.0304297,0.00730007,-1.34065
-0.566791,-2.39353,0.888061,0.271495,0.038965,-1.05184
-0.256091,-1.20795,0.643788,-0.224002,-1.04136,-1.34045
-0.94641,-1.23679,-0.896694,-0.105194,-0.0481646,1.35363
-2.29208,-1.92888,0.0926695,0.425089,0.371209,0.0154613
2.36646,1.18183,0.764047,-0.602137,-0.227194,-0.714564
0.0532222,2.35645,-0.934087,0.0904806,-0.287985,1.46655
-1.34494,-0.678676,0.869734,-0.442817,-0.035701,-1.00464
-0.840753,0.659064,-0.363188,-1.17485,1.0564,0.66539
2.93613,-0.147281,0.341655,-0.702864,-0.12611,-0.132
0.932175,-0.484261,-0.313636,1.50628,-0.912404,0.720736
1.72385,2.43674,0.173403,-0.46625,-0.724477,-0.0307474
-1.91299,-1.21335,0.964156,0.250759,0.276296,-0.816081
-0.349153,-0.993546,0.321558,-0.669134,-1.67357,-0.765063
0.661313,0.76494,-0.14906,1.38742,1.58975,0.469468
-1.03694,2.49915,0.708476,0.310177,-0.78088,-0.588774
-0.219512,-1.00935,0.254548,-0.492371,-1.77687,-0.635484
1.78096,-1.2751,-0.981713,-0.577118,0.162234,1.38101
-0.940609,1.4469,-0.961662,-0.0578226,0.2771,1.31677
0.0916027,1.3165,0.732915,-0.167388,0.656154,-0.728049
0.436068,-0.90024,0.0242213,1.00021,-2.0111,-0.0650077
-1.98246,-1.17213,-0.952974,1.07255,0.21778,1.14267
-1.8966,0.281018,0.996575,0.2831,-0.0338224,-0.99913
-0.101848,2.63439,0.771396,0.0247689,-0.900913,-0.373112
2.6758,1.31417,-0.193505,-0.742693,-0.125589,0.346952
2.68117,0.30268,-0.715904,-0.926402,0.0300818,0.957422
-2.36933,-1.30197,-0.710706,1.05576,0.231686,0.900473
0.365343,0.941896,0.14294,0.588935,1.84269,-0.101127
2.94034,-0.455616,0.220302,-0.66634,-0.0605529,-0.10777
1.52654,1.22263,-0.999023,-0.40228,0.146077,1.27137
-2.14848,0.667041,-0.968336,0.37354,0.0529471,0.90263
-2.34767,1.82909,-0.217341,0.494178,-0.215112,0.0578727
0.329944,2.95648,0.222927,-0.124539,-1.01366,-0.17954
-0.0186418,-2.38442,-0.923128,0.170965,0.354746,1.17351
-0.917374,-1.163,0.854936,-0.348072,-0.228476,-1.37317
-0.227532,-1.48222,-0.865784,-0.101534,-0.580401,1.48477
2.43909,1.39751,-0.584934,-0.735817,-0.0254123,0.704132
-1.19717,1.58941,0.999948,0.434871,-0.206292,-1.14269
-2.97589,-0.372772,-0.04128,0.935087,0.0833878,0.123501
-2.66238,1.32048,0.235575,0.791532,0.0651694,-0.457958
2.66218,0.694554,0.65997,-0.544,-0.177127,-0.714721
0.347017,0.945703,0.121107,0.575084,1.84732,-0.0810257
1.69946,-0.611547,-0.981031,-0.341098,-0.0486099,1.42331
1.51167,2.46925,-0.445607,-0.411754,-0.724058,0.298613
1.53958,-2.06259,-0.818975,-0.165665,0.487933,0.900367
1.30618,-2.6817,-0.184212,-0.120353,0.487342,0.11893
-0.827728,0.673498,0.360174,-1.19606,1.21659,-0.625545
-1.14295,0.242065,0.555229,-1.1473,0.189008,-0.782188
0.517368,-1.03133,-0.532906,0.840881,-1.36432,1.11739
-0.69326,-1.4899,-0.934215,-0.120138,-0.125033,1.45204
1.46479,-2.40917,-0.573044,-0.133749,0.493125,0.531873
0.0554684,-1.16123,-0.546518,0.0882734,-1.40136,1.14154
-1.02091,-2.63996,-0.557043,0.199576,0.31072,0.837225
0.971299,-0.59124,0.505368,1.37774,-0.833311,-0.718873
0.942437,-1.91439,-0.991009,0.0345837,0.420168,1.13818
1.29327,2.70685,-0.0121422,-0.424247,-0.959506,-0.00143255
-0.0321321,-2.87983,0.474965,0.103932,0.207323,-0.373111
1.48361,0.898694,-0.964132,-0.347058,0.270756,1.40013
-2.51996,1.26695,-0.571608,0.590912,-0.00844643,0.416749
-2.22178,1.68455,-0.615431,0.387565,-0.197985,0.547002
0.798424,2.57619,-0.716995,-0.20388,-0.55342,0.814332
1.68356,-0.692337,0.983732,0.360679,-0.289423,-0.724899
0.967242,0.655355,0.555304,1.23397,1.12516,-0.730012
1.00082,0.0308189,-0.0508511,1.98497,-0.0383895,0.399131
-1.31893,2.67435,-0.1894,0.213796,-0.734028,0.0164854
1.89916,-0.110566,0.995223,0.285784,0.00271036,-1.34965
-0.135241,1.46056,-0.845994,0.0702485,0.792452,1.51953
1.00096,-1.80207,-0.998113,0.00388323,0.377802,1.16945
1.20984,2.30644,0.796612,-0.404819,-0.457513,-0.380989
-2.30013,-1.38732,-0.727488,1.04817,0.242203,0.919563
0.966571,-0.258497,-0.032849,1.94013,-0.590899,0.339007
-0.618739,-2.8972,-0.271163,0.122226,0.211578,0.497865
2.74853,-0.338311,-0.638918,-0.991432,-0.0937467,0.854604
-2.62859,-1.33012,-0.32428,0.792651,0.189472,0.404871
2.39649,-0.251861,0.912224,-0.193412,0.0644706,-0.8545
1.30389,-2.14141,-0.861862,-0.0752557,0.519718,0.932225
0.468052,-2.60933,-0.759101,0.205754,0.522911,0.776492
