x,y,z,theta_0,theta_1
-1.87033,-1.63587,-0.87463,3.96208,1.05777
1.18248,0.213008,0.602013,1.09082,3.57586
-0.511919,-2.61389,-0.748134,4.48971,0.145302
1.95261,0.196859,-0.999297,0.566892,1.33966
0.115017,-2.30038,0.952911,4.93814,4.5354
-2.85216,-0.229135,0.508021,3.34207,5.69784
2.23282,-1.06607,0.880383,5.97824,4.91302
0.915563,0.403615,0.0340472,1.56155,2.95098
0.745554,-1.15359,0.779455,6.02048,3.7957
2.27698,1.01418,-0.870239,0.725782,0.94606
-0.56889,0.844953,0.192065,3.32145,3.02074
-0.958683,0.448926,-0.337258,3.71119,2.44737
1.21171,-0.262371,0.649676,0.618738,3.70031
-1.87751,-0.773985,-0.999526,3.88184,1.3994
-0.0905007,1.62317,-0.927304,2.02195,1.62146
0.0840289,1.60511,-0.919671,1.96089,1.6532
1.62904,-1.38043,-0.990809,6.09622,1.3886
0.180664,1.18244,0.594848,2.40848,3.49096
1.93784,1.92703,0.680349,1.14247,5.35956
-0.575781,2.34432,-0.910279,1.97777,0.893146
-1.23015,-0.739277,0.825231,4.26167,3.76619
-1.54826,-0.547435,-0.933796,4.07562,1.72139
1.09834,-2.78889,-0.0724074,5.11349,0.0758629
-1.58016,-0.631103,-0.954419,4.05702,1.67391
-0.677281,2.75084,-0.553292,1.93937,0.158064
-2.55881,1.55929,0.0838132,2.58278,5.75148
0.500128,-1.09624,-0.60652,0.0741102,2.45493
-1.97423,-2.01196,0.574093,3.91592,5.43424
2.60731,-0.685573,-0.718106,0.0656528,0.78893
-2.02429,2.17188,-0.247182,2.36785,6.08684
-2.81588,-0.966296,0.21295,3.52707,5.82508
-2.21796,-1.4855,0.742842,3.71225,5.26096
1.44586,-2.03566,-0.867818,5.53072,1.09975
0.985285,1.27806,-0.922397,1.37158,1.72104
-2.49161,1.65895,-0.114993,2.54994,5.87109
1.7229,-1.09401,-0.999164,6.20274,1.36974
1.12749,0.312768,-0.557867,1.23214,2.47205
0.454444,-0.9246,-0.244082,0.15275,2.71876
-2.58425,1.51991,0.0619587,2.59008,5.75221
1.06271,-1.93871,-0.977514,5.49757,1.23594
1.2516,0.0783852,0.666003,0.940604,3.6706
-1.84153,2.08758,0.621081,2.33733,5.40577
0.918267,0.494577,-0.290043,1.55599,2.68673
-0.755715,-1.07692,0.729129,4.98944,3.62569
-0.18111,1.19957,-0.617158,2.66792,2.30525
-0.877774,-2.86298,0.104563,4.4122,5.48834
2.35436,-0.867706,0.860666,6.05983,4.9804
0.720763,0.737412,-0.247661,1.75635,2.67557
0.811544,-0.923105,-0.636976,0.203892,2.40787
2.67155,1.04735,0.493898,0.64584,5.56709
-0.98506,0.916099,-0.755808,3.16967,2.03289
-2.29879,1.08572,-0.840192,2.7819,0.993355
-1.76659,0.123971,0.973411,3.63922,4.07952
0.997954,-0.148675,-0.133624,1.09181,2.90308
0.455007,-2.79421,-0.556253,4.93069,0.380353
-0.6176,1.5932,-0.956638,2.27377,1.47482
-0.282021,2.25098,0.963257,1.93992,4.7289
1.94281,-2.25687,-0.208981,5.47922,6.17292
1.06748,-0.986057,0.83727,6.18073,3.89598
-2.44398,-0.164657,-0.89327,3.31452,0.732447
-0.583086,0.866205,0.293935,3.30565,3.06759
2.24613,-0.0717551,-0.968945,0.349003,1.10334
-1.15907,2.63547,-0.476665,2.01292,6.2299
1.15661,2.57075,-0.573857,1.19725,0.364521
1.70414,-1.59832,-0.941724,5.98323,1.29684
0.594502,-1.43946,0.896718,5.78162,3.90228
-1.40751,-2.48171,-0.521804,4.16311,6.1758
2.48342,-0.664088,0.821172,6.13301,5.05896
1.72891,-0.871166,0.997949,6.13255,4.4701
-0.0153388,-1.39375,-0.795338,5.57277,2.09204
1.2743,-1.52662,-0.999935,5.94267,1.44283
0.0528907,2.94993,0.311026,1.66511,5.37068
1.18808,1.45926,0.992984,1.54136,4.44639
-0.635414,-1.15688,0.733113,5.06704,3.61904
-0.567454,-2.51037,-0.819064,4.47985,0.181955
1.49365,2.60165,0.0120468,1.14457,6.18705
-2.19505,1.69038,-0.637445,2.53636,0.587455
1.26137,-0.797651,0.861603,6.27602,3.9431
-1.16411,-0.472799,-0.668696,4.37358,2.05323
-2.57307,-1.37972,-0.392756,3.69401,0.331492
1.0062,2.74759,0.377444,1.24948,5.88863
-1.02628,-0.169311,-0.28052,4.41204,2.46726
-2.15016,-0.318907,0.984803,3.58339,4.85418
1.44518,0.903642,-0.955325,1.09346,1.76625
2.39782,-0.273224,-0.910578,0.236227,0.960966
-1.82335,-0.877613,0.999722,3.82154,4.56927
2.63478,0.106155,-0.770935,0.257949,0.768553
0.346124,-2.41576,0.897788,4.97129,4.61156
0.998446,-0.137202,0.124883,1.04986,3.0966
-2.26283,-1.43345,0.734462,3.69987,5.26323
-0.698033,1.49113,0.935407,2.72507,3.88535
0.496199,1.1981,0.710975,2.17493,3.63609
-0.777847,-1.46969,-0.941448,4.79637,1.70551
0.538331,1.49844,0.913076,2.05326,3.87839
-0.8985,-0.47709,-0.185254,4.76217,2.56685
-1.1361,-0.850103,-0.813865,4.44563,1.81454
2.16099,-0.519912,-0.974899,0.183089,1.10957
1.55456,0.758732,0.962815,1.12028,4.45388
-2.93797,0.000501671,0.346703,3.24165,5.86832
-0.0771694,-2.07983,0.996693,4.89946,4.40974
0.45975,0.934403,-0.2847,1.98945,2.62842
-2.07374,1.75841,-0.695113,2.52051,0.660312
1.33936,0.558685,-0.835962,1.07575,1.93378
-0.183982,-1.20473,-0.624157,5.68714,2.26711
2.53836,1.56139,0.198309,0.74202,5.95053
-0.790568,0.612498,0.0123347,3.57571,2.79531
1.06008,-1.07994,0.873563,6.12237,3.91964
-1.40389,0.246833,0.818452,3.73597,3.77562
2.5315,-1.54864,-0.252412,5.84654,6.2599
0.251337,-2.50473,0.8558,4.94979,4.64019
2.45587,-1.44566,0.527139,5.88098,5.2972
1.15645,1.19191,0.940691,1.52149,4.30076
1.23137,0.613475,-0.781209,1.15886,2.01612
1.69682,0.802713,0.99242,1.07237,4.51932
1.17242,-1.26665,-0.96172,6.14047,1.61784
-1.10624,-1.2401,-0.941076,4.51907,1.64694
-1.07421,0.0231428,0.378651,4.11716,3.25867
1.29608,2.14647,-0.861702,1.23204,0.843937
-0.71596,-1.37793,0.89445,4.91848,3.78763
-0.532565,1.16935,-0.699037,2.82585,2.19646
-0.250985,-1.00045,-0.24883,5.74684,2.65495
-2.81073,0.714988,0.435386,2.97341,5.6543
-1.42483,-0.0669231,0.819139,3.87256,3.75263
0.265811,-1.04437,-0.386387,6.23668,2.56723
2.49545,1.64472,-0.149869,0.779374,0.0935428
-1.94477,-1.04947,-0.97773,3.86044,1.25272
0.327832,0.95234,0.119677,2.33379,3.02058
0.832321,-2.1763,0.94397,5.2499,4.61312
-1.8703,0.13129,0.992144,3.58997,4.17415
2.95721,-0.210402,0.263413,6.24413,6.0424
0.461536,1.02983,-0.490434,1.93613,2.38258
1.08134,-0.255879,0.458295,0.741742,3.50787
0.458046,-1.38256,-0.839386,5.89278,2.06131
-1.01242,0.11976,-0.1964,4.09642,2.5402
0.440608,-1.04447,0.499361,6.11255,3.51665
-1.11928,-0.844223,0.801469,4.39259,3.75875
-1.66617,-2.45572,0.252475,4.11905,5.48044
2.56468,-1.54536,-0.106817,5.83358,6.02523
2.65076,1.15244,0.455095,0.674155,5.60939
1.52043,-2.57134,0.159326,5.30772,5.88101
-1.6328,1.49863,0.97633,2.7385,4.55363
-1.21377,2.3621,0.755019,2.17596,5.14159
2.27396,-0.085384,-0.961282,0.336742,1.0839
0.502284,-2.53009,0.814993,4.99284,4.70931
-1.45839,0.132913,0.844496,3.77192,3.82143
-2.64937,1.40003,0.0831459,2.61532,5.73225
2.08938,-2.02402,-0.416838,5.62391,0.183094
1.34072,0.813678,0.902024,1.23253,4.34512
-0.658927,-2.46444,-0.8345,4.46271,0.176066
0.723692,-2.88206,-0.236897,4.97605,0.185175
0.565467,-1.7707,-0.989981,5.46,1.44365
-0.847882,1.73663,0.997723,2.58955,4.16836
0.289218,-0.958535,0.0493314,0.0278076,2.98203
0.340246,2.1773,-0.979029,1.65986,1.14328
-1.09141,1.28101,-0.948394,2.76113,1.71798
-2.14367,1.22365,-0.883555,2.73974,1.05279
-1.00399,-0.267285,-0.276421,4.51672,2.47189
1.10267,0.943131,-0.835816,1.29497,1.96133
-1.12345,0.743563,0.757558,3.30606,3.61022
2.35989,0.00445853,0.932993,0.237756,4.94105
-0.0591106,-1.6735,-0.945556,5.31858,1.85014
1.79174,-2.40597,0.0181093,5.39572,5.97864
1.42093,1.69432,-0.977426,1.21313,1.17751
-0.858632,-2.87342,0.045432,4.41648,5.53763
0.543256,-1.13401,-0.669757,0.0453548,2.4044
1.16393,-0.133473,-0.560075,0.966386,2.48322
1.54962,-2.31789,0.615448,5.37131,5.36627
-1.03341,0.533877,-0.547458,3.55263,2.26539
2.03262,-0.26082,-0.998785,0.317091,1.18408
1.01179,-0.166877,-0.224222,1.06839,2.83352
-1.53311,-0.0354259,-0.88453,3.85112,1.91938
0.0377472,-1.74283,-0.966474,5.29808,1.75564
1.94839,-1.17156,0.961873,5.91938,4.75926
-2.86311,0.432343,-0.444917,3.00828,0.199569
1.00423,-1.15674,0.883644,6.05397,3.93045
-0.340119,-1.08298,-0.502005,5.65688,2.42399
-0.762193,2.69125,0.603846,1.94091,5.2033
0.332027,-2.98131,-0.022586,4.86043,6.07875
-1.2944,-0.615913,-0.824035,4.25791,1.85013
0.854981,0.57202,0.237807,1.71778,3.10902
-0.842022,0.684367,-0.403595,3.51453,2.40341
2.67069,1.33428,0.17,0.706863,5.92064
-2.03921,0.30767,0.998058,3.47036,4.37317
-2.69128,1.29671,-0.158364,2.64288,5.8656
-2.54958,1.32466,0.487423,2.68023,5.59042
-2.25201,-1.35679,0.777281,3.69505,5.23463
0.791585,0.76894,-0.443193,1.65745,2.55373
1.96656,-0.869126,-0.988678,0.0143353,1.20337
-1.04773,-2.38206,-0.798275,4.32073,0.138066
1.18199,-2.36436,-0.765571,5.33137,0.913145
1.64524,-1.24661,-0.997938,6.14048,1.40061
-1.23344,-0.711989,0.817579,4.25628,3.76085
1.09268,0.282151,-0.490436,1.26486,2.55498
-0.57183,-2.31677,-0.922374,4.50292,0.307955
-2.3983,-1.11067,0.765871,3.64797,5.26363
1.31921,-2.55106,0.489556,5.2758,5.48773
-1.01263,-0.207455,0.25729,4.37871,3.13441
0.630764,-1.50289,0.928987,5.74366,3.94862
2.9992,-0.0563462,0.0234638,6.28159,6.23498
-0.593914,0.811489,-0.105758,3.38229,2.72323
0.619877,1.1449,0.716034,2.12216,3.64714
-2.13126,1.72568,-0.670058,2.52769,0.628757
0.028656,-1.49515,0.863366,5.40768,3.81078
-1.37195,0.550895,-0.853201,3.23777,1.88992
-0.926298,-0.574706,-0.414824,4.73477,2.38078
1.17924,1.21472,0.951702,1.50732,4.33402
-0.152542,-1.00917,0.202098,5.75568,3.06845
-0.249188,1.30262,0.738954,2.59326,3.62483
0.757431,1.93495,0.99696,1.69189,4.49541
1.85743,-2.16236,0.52583,5.44841,5.41726
-2.70879,-1.16035,0.321665,3.56993,5.76902
-2.16038,0.211081,0.985328,3.44903,4.53389
2.30619,-1.70172,0.499924,5.7748,5.36253
2.21624,1.32978,0.811342,0.801181,5.29036
-0.898618,-2.55398,0.706751,4.42804,4.92973
-0.612019,1.14748,0.714624,2.95513,3.57817
0.936923,1.85058,0.997241,1.6185,4.54037
-1.36518,-2.67095,0.0276982,4.18798,5.61224
-1.93909,2.2611,0.205322,2.27101,5.62756
-1.4426,2.62815,-0.0624543,2.1037,5.82738
1.90468,-0.703656,0.999535,6.15558,4.53434
0.929371,2.81798,0.253723,1.25263,5.91266
-1.2936,-0.0991401,-0.711579,4.07733,2.07185
1.04023,0.158151,-0.318807,1.26491,2.70535
0.63907,1.05575,0.642967,2.08894,3.59567
1.40928,-1.26756,-0.994521,6.1404,1.50347
0.713437,-2.83422,-0.385683,4.98138,0.294403
-1.12865,-0.421106,0.606157,4.30235,3.46828
0.22241,1.27215,0.705658,2.34401,3.59498
-0.938603,-0.356338,-0.0889987,4.64203,2.67096
2.09128,0.159915,0.995247,0.371609,4.76566
-0.566791,-2.39353,0.888061,4.60657,4.69351
-0.256091,-1.20795,0.643788,5.42964,3.53183
-0.94641,-1.23679,-0.896694,4.60947,1.68593
-2.29208,-1.92888,0.0926695,3.81527,5.82711
2.36646,1.18183,0.764047,0.736266,5.34976
0.0532222,2.35645,-0.934087,1.81725,1.02842
-1.34494,-0.678676,0.869734,4.21346,3.79018
-0.840753,0.659064,-0.363188,3.53541,2.43418
2.93613,-0.147281,0.341655,6.25321,6.00897
0.932175,-0.484261,-0.313636,0.678385,2.73642
1.72385,2.43674,0.173403,1.13398,6.09093
-1.91299,-1.21335,0.964156,3.80774,4.77791
-0.349153,-0.993546,0.321558,5.59432,3.1564
0.661313,0.76494,-0.14906,1.81546,2.73216
-1.03694,2.49915,0.708476,2.07319,5.16999
-0.219512,-1.00935,0.254548,5.6907,3.11124
1.78096,-1.2751,-0.981713,6.13705,1.32278
-0.940609,1.4469,-0.961662,2.56012,1.59783
0.0916027,1.3165,0.732915,2.39986,3.60359
0.436068,-0.90024,0.0242213,0.131697,2.98784
-1.98246,-1.17213,-0.952974,3.86279,1.20195
-1.8966,0.281018,0.996575,3.52902,4.23398
-0.101848,2.63439,0.771396,1.7721,5.06257
2.6758,1.31417,-0.193505,0.721527,0.0848704
2.68117,0.30268,-0.715904,0.296017,0.74035
-2.36933,-1.30197,-0.710706,3.77937,0.944488
0.365343,0.941896,0.14294,2.30826,3.03038
2.94034,-0.455616,0.220302,6.20885,5.96714
1.52654,1.22263,-0.999023,1.11865,1.55148
-2.14848,0.667041,-0.968336,2.9414,1.25117
-2.34767,1.82909,-0.217341,2.48549,6.08791
0.329944,2.95648,0.222927,1.5679,5.48056
-0.0186418,-2.38442,-0.923128,4.81828,0.666414
-0.917374,-1.163,0.854936,4.80765,3.75884
-0.227532,-1.48222,-0.865784,5.36213,1.9499
2.43909,1.39751,-0.584934,0.76436,0.519909
-1.19717,1.58941,0.999948,2.67957,4.29115
-2.97589,-0.372772,-0.04128,3.30446,6.1611
-2.66238,1.32048,0.235575,2.65001,5.66723
2.66218,0.694554,0.65997,0.473871,5.40228
0.347017,0.945703,0.121107,2.31787,3.02017
1.69946,-0.611547,-0.981031,0.182154,1.45377
1.51167,2.46925,-0.445607,1.1262,0.270897
1.53958,-2.06259,-0.818975,5.53508,1.05448
1.30618,-2.6817,-0.184212,5.17909,0.115107
-0.827728,0.673498,0.360174,3.45654,3.10432
-1.14295,0.242065,0.555229,3.88344,3.40514
0.517368,-1.03133,-0.532906,0.120696,2.50105
-0.69326,-1.4899,-0.934215,4.87329,1.73138
1.46479,-2.40917,-0.573044,5.34957,0.654386
0.0554684,-1.16123,-0.546518,5.88153,2.36865
-1.02091,-2.63996,-0.557043,4.32262,6.16503
0.971299,-0.59124,0.505368,0.401725,3.55296
0.942437,-1.91439,-0.991009,5.48147,1.2735
1.29327,2.70685,-0.0121422,1.16384,6.14776
-0.0321321,-2.87983,0.474965,4.68584,5.16988
1.48361,0.898694,-0.964132,1.07433,1.74536
-2.51996,1.26695,-0.571608,2.71372,0.430451
-2.22178,1.68455,-0.615431,2.53701,0.553429
0.798424,2.57619,-0.716995,1.35931,0.73692
1.68356,-0.692337,0.983732,6.17814,4.43512
0.967242,0.655355,0.555304,1.63271,3.43324
1.00082,0.0308189,-0.0508511,1.22352,2.92883
-1.31893,2.67435,-0.1894,2.05787,5.94387
1.89916,-0.110566,0.995223,0.347979,4.59134
-0.135241,1.46056,-0.845994,2.12811,1.77331
1.00096,-1.80207,-0.998113,5.5531,1.31811
1.20984,2.30644,0.796612,1.38213,5.15056
-2.30013,-1.38732,-0.727488,3.80261,0.964689
0.966571,-0.258497,-0.032849,0.984855,2.98168
-0.618739,-2.8972,-0.271163,4.45121,5.80096
2.74853,-0.338311,-0.638918,0.104355,0.651931
-2.62859,-1.33012,-0.32428,3.66408,0.167422
2.39649,-0.251861,0.912224,0.0690608,4.98932
1.30389,-2.14141,-0.861862,5.46466,1.07563
0.468052,-2.60933,-0.759101,4.96015,0.53668
2.25173,-1.89907,-0.325235,5.70341,0.0671435
-0.955479,-1.03678,-0.807341,4.58354,1.76636
-0.819317,1.03776,0.735251,3.10903,3.57934
-1.12733,-0.202467,-0.519238,4.32486,2.27145
0.374708,2.5193,0.837123,1.69834,4.99866
0.516557,-2.9549,-0.0239607,4.89961,6.15576
0.879056,1.60087,-0.984805,1.44032,1.43379
-1.29737,-0.683771,0.845817,4.23504,3.77023
-2.80011,-0.642525,-0.487937,3.41291,0.354553
-0.832162,-1.55752,-0.97221,4.75564,1.68258
0.0988372,-1.49788,0.866681,5.43345,3.81717
2.23893,1.84813,-0.429275,0.882992,0.362773
-1.09621,-1.0954,0.892876,4.57938,3.84959
-1.3499,0.81033,0.904931,3.2429,3.88695
-2.24716,-1.96118,0.185682,3.82694,5.76739
-0.584812,-1.59242,-0.952804,4.97592,1.76021
-2.38726,-1.42155,0.627699,3.68609,5.3293
-0.316989,-2.93654,0.301072,4.58416,5.209
-1.43207,-0.181143,-0.830833,4.01757,1.94739
-2.89955,0.689038,-0.197523,2.9641,0.036386
-0.668564,2.84222,0.392393,1.88771,5.32294
0.269315,2.04416,-0.998087,1.71248,1.22114
-0.718946,-2.00891,0.991025,4.6395,4.50328
-0.884286,-2.49108,-0.765552,4.39514,0.105216
1.00667,2.82297,0.0762308,1.21874,6.00064
2.30716,-0.41257,0.939057,6.26938,4.94064
-1.42043,-2.6286,-0.155533,4.16698,5.79449
-1.08883,-0.21634,-0.456175,4.38179,2.32765
1.45086,-2.2493,0.73632,5.38127,5.22506
-2.98881,0.253743,0.0296482,3.13034,6.12413
-1.14573,0.1745,0.540951,3.9351,3.4041
-0.0563148,1.08222,0.400453,2.66538,3.26304
0.56794,0.84866,-0.204654,1.88218,2.69838
-0.377032,-1.53308,-0.90695,5.19926,1.85854
1.43121,-2.13147,0.823444,5.42426,5.06221
-0.693995,-1.42338,0.909159,4.91128,3.82402
-2.0001,2.16175,0.326803,2.29988,5.56233
-2.6666,-1.37397,-0.0219651,3.62327,6.00375
-1.02517,-0.431542,0.460415,4.48724,3.29017
1.44291,-0.607617,-0.900733,0.241282,1.73652
-1.35497,1.15469,0.975555,3.04131,4.03878
1.34015,2.25902,0.779321,1.33208,5.22351
1.67989,-1.63957,0.937722,5.66534,4.77295
2.36373,-1.83997,0.0952989,5.73159,5.91574
1.54783,0.484338,-0.925741,0.939278,1.76722
0.95816,2.84066,-0.0647372,1.22082,6.0468
-1.86016,-2.14456,0.544293,3.99369,5.40712
0.606009,-2.43342,0.861509,5.04451,4.68372
-1.81726,-1.44082,-0.947708,3.95944,1.19809
0.482709,1.25567,-0.755854,1.79494,1.90288
2.1777,1.9851,-0.322135,0.932162,0.292154
-1.3391,-0.0502763,0.751306,3.92993,3.65911
0.440267,-1.00851,0.436763,6.15738,3.45386
0.364316,1.73544,0.973957,2.02856,4.05231
2.07973,1.06186,-0.942174,0.795004,1.10867
-2.26109,-0.751123,0.923919,3.63629,4.98294
0.454681,1.18784,0.685459,2.19164,3.6241
1.33183,0.600577,-0.842295,1.08939,1.92555
0.415924,-2.82508,-0.517754,4.92186,0.352531
1.03191,-2.14976,-0.923085,5.40835,1.12799
-2.29677,1.70568,0.508839,2.47795,5.51947
-0.726449,2.55572,-0.753923,1.96572,0.534298
-0.382704,2.22406,-0.966478,1.95494,0.986397
-0.65294,0.779532,0.182847,3.38174,2.99524
-0.93557,-0.490909,-0.331496,4.70782,2.43798
-1.04678,-0.184863,0.349279,4.31424,3.21229
-1.80697,2.31901,0.34147,2.25235,5.58436
-1.02193,-1.19532,0.904071,4.68997,3.82921
-1.28366,-2.54965,-0.519364,4.20443,6.15304
-1.10736,-0.42464,-0.580842,4.4461,2.17547
-2.1387,1.83139,0.578505,2.39613,5.43782
-0.74883,-0.738576,-0.317615,5.11392,2.53982
-1.05932,-0.69017,-0.677328,4.49714,2.00832
-1.27685,2.00298,-0.926883,2.32974,1.03992
-0.370252,1.06607,-0.490461,2.96994,2.46069
-2.20657,-0.652342,0.953632,3.63537,4.91576
-2.26961,-1.93453,-0.187823,3.83725,6.02639
-1.31469,-1.09876,0.958046,4.29073,4.03296
-1.36786,1.23936,-0.988043,2.77534,1.62483
-1.48236,-0.65005,-0.924421,4.11486,1.72503
2.87451,-0.257703,-0.463611,0.0858021,0.545123
-1.88374,0.915151,-0.995546,2.90115,1.42548
0.683451,-1.03316,0.648468,6.12608,3.66547
2.57741,1.44499,0.297146,0.7192,5.81138
1.02315,-1.02022,-0.831776,0.0582761,1.96387
2.79841,-1.07341,0.0746084,5.95358,5.74322
-0.219424,2.9381,0.32334,1.73948,5.33937
2.98079,0.227084,0.145013,0.0286198,6.17044
-1.09744,0.117611,-0.443493,4.09394,2.36901
0.916235,2.03647,-0.972454,1.42212,1.14344
2.85814,-0.514917,0.427212,6.18461,5.70341
1.26326,-0.946024,0.9067,6.19498,3.95599
1.23584,-0.311813,0.688296,0.55248,3.74258
-2.23006,-1.70458,-0.590672,3.84713,0.634907
-1.38743,-0.132561,-0.795272,4.01833,1.98308
0.582964,-1.0188,0.563377,6.1421,3.58705
-1.65958,-2.35659,-0.470655,4.08602,6.21954
0.0146372,1.61511,-0.92299,1.98399,1.64526
1.40203,-0.614195,-0.883019,0.248764,1.77393
-1.63896,0.652494,-0.97177,3.08025,1.68694
0.152532,-1.02303,-0.259797,6.14282,2.66576
-1.02076,-0.00601578,0.202796,4.2122,3.07667
1.21376,2.7272,-0.171981,1.16868,6.2212
-0.313071,1.05463,-0.436138,2.96671,2.48925
-1.04329,-0.526726,0.555844,4.4699,3.39209
1.76375,2.21581,0.554661,1.18245,5.52678
